Dopełniacz;Mianownik;Wynik Stemmera
Rembówka;Rembówko;Rembówka
Rożyńska Małego;Rożyńsk Mały;Rożyński Mały
Dobrzycy Małej;Dobrzyca Mała;Dobrzyca Mały
Krasek;Kraski;Kraska
Dołów Biskupich;Doły Biskupie;Dół Biskupi
Obszarników;Obszarniki;Obszarnik
Gołębia-Kolonii;Gołąb-Kolonia;Gołębi-Kolonia
Goręd;Gorędy;Goręd
Czosnowa;Czosnowo;Czosnowa
Czyżewa-Rusi-Wsi;Czyżew-Ruś-Wieś;Czyżewa-Rusia-Wszy
Kącka;Kąck;Kącki
Żabina Łukowskiego;Żabin Łukowski;Żabina Łukowski
Ameryki;Ameryka;Ameryk
Chaberkowa;Chaberkowo;Chaberkowy
Bąbowa;Bąbowo;Bąbowy
Gogołowic;Gogołowice;Gogołowica
Kwiedziny;Kwiedzina;Kwiedziny
Huty Błędowskiej;Huta Błędowska;Huty Błędowski
Podmurowanieńca;Podmurowaniec;Podmurowanieniec
Koźniewic;Koźniewice;Koźniewica
Tresty;Tresta;Trest
Wieliszewa;Wieliszew;Wieliszewo
Bogoniowic;Bogoniowice;Bogoniowica
Pomiarów;Pomiary;Pomiar
Truskolas;Truskolasy;Truskolasa
Brudzawek;Brudzawki;Brudzawka
Kolonii Hołowienek;Kolonia Hołowienki;Kolonia Hołowienka
Kolonii Gradoczna;Kolonia Gradoczno;Kolonia Gradoczny
Starych Rzewusek;Stare Rzewuski;Stary Rzewuska
Przedłuża;Przedłuż;Przedłuża
Emilianowa;Emilianowo;Emilianowy
Strzeżowa Pierwszego;Strzeżów Pierwszy;Strzeżowy Pierwszy
Morawianek;Morawianki;Morawianka
Stołczna;Stołczno;Stołczny
Drobnina;Drobnin;Drobnina
Kaniej Góry;Kania Góra;Kani Góry
Trachów;Trachy;Trach
Bojewa;Bojewo;Bojewa
Bławatek;Bławatki;Bławatek
Olecka-Kolonii;Olecko-Kolonia;Olecki-Kolonia
Rożyńska Wielkiego;Rożyńsk Wielki;Rożyński Wielki
Spław Pierwszych;Spławy Pierwsze;Spław Pierwszy
Opatkowic Drewnianych;Opatkowice Drewniane;Opatkowica Drewniany
Czarnej Średniej;Czarna Średnia;Czarny Średni
Doktorców;Doktorce;Doktorca
Krzęcina;Krzęcin;Krzęcina
Błonic;Błonice;Błonica
Nowej Dąbi;Nowa Dąbia;Nowy Dąbi
Wysokiej Dużej;Wysoka Duża;Wysoki Duży
Olchawy;Olchawa;Olchawy
Siemiechowa;Siemiechów;Siemiechowy
Białobłot;Białobłoty;Białobłoto
Cieszanowic;Cieszanowice;Cieszanowica
Murowa;Murów;Murowy
Czarnowęsów;Czarnowęsy;Czarnowęs
Dziebędowa;Dziebędów;Dziebędowy
Szparek;Szparki;Szparka
Wydrzyna;Wydrzyn;Wydrzyna
Strębców;Strębce;Strębiec
Białobłot;Białobłota;Białobłoto
Szydłówka;Szydłówek;Szydłówka
Zawitały;Zawitała;Zawitał
Motyczyna;Motyczyn;Motyczyna
Podosowej;Podosowa;Podosowy
Bukowca nad Pilicą;Bukowiec nad Pilicą;Bukowiec nada Pilica
Ciełuszek;Ciełuszki;Ciełuszka
Ciemnic;Ciemnice;Ciemnica
Ryna;Ryn;Ryna
Lichosielc;Lichosielce;Lichosielc
Stępowa;Stępowo;Stępowy
Krasnej Wsi;Krasna Wieś;Krasny Wszy
Lubotynia-Kolonii;Lubotyń-Kolonia;Lubotynia-Kolonia
Kolonii Woli Szydłowieckiej;Kolonia Wola Szydłowiecka;Kolonia Wol Szydłowiecki
Zglenic-Bud;Zglenice-Budy;Zglenica-Buda
Jar;Jary;Jar
Bud Kozickich;Budy Kozickie;Buda Kozicki
Wojsławic-Kolonii;Wojsławice-Kolonia;Wojsławica-Kolonia
Antoniówki Świerżowskiej;Antoniówka Świerżowska;Antoniówka Świerżowski
Goworowic;Goworowice;Goworowica
Dokudowa Pierwszego;Dokudów Pierwszy;Dokudowa Pierwszy
Ugorów;Ugory;Ugor
Palędzia Dolnego;Palędzie Dolne;Palędzie Dolny
Wiśniowej;Wiśniowa;Wiśniowy
Rudy Żelaznej;Ruda Żelazna;Ruda Żelazny
Sulisławia;Sulisław;Sulisławie
Debrzna-Wsi;Debrzno-Wieś;Debrzny-Wszy
Hannny;Hanna;Hannny
Węglowic;Węglowice;Węglowica
Ziemlina;Ziemlin;Ziemlina
Czerniny Górnej;Czernina Górna;Czernina Górny
Miękini;Miękinia;Miękini
Bud Kumińskich;Budy Kumińskie;Buda Kumiński
Huty-Strzelc;Huta-Strzelce;Huty-Strzelc
Lenartowa;Lenartowo;Lenartowy
Mroczkowa-Kamionki;Mroczków-Kamionka;Mroczkowy-Kamionka
Świecia Kołobrzeskiego;Świecie Kołobrzeskie;Świecie Kołobrzeski
Słupi Kapitulnej;Słupia Kapitulna;Słupi Kapitulny
Reczpola;Reczpol;Reczpole
Bloku Dobryszyc;Blok Dobryszyce;Blok Dobryszyca
Koniuszy;Koniusza;Koniuszy
Kołodna;Kołodno;Kołodny
Gruzów;Gruzy;Gruz
Kowalewa-Opactwa;Kowalewo-Opactwo;Kowalewa-Opactwo
Popowa-Parceli;Popowo-Parcele;Popowy-Parcela
Żelkówka;Żelkówko;Żelkówka
Swobody;Swoboda;Swobody
Więcmierzyc;Więcmierzyce;Więcmierzyca
Kolonii Galin;Kolonia Galiny;Kolonia Galina
Omuli;Omule;Omula
Królowego Stojła;Królowe Stojło;Królowy Stojły
Nowego Siedliska;Nowe Siedlisko;Nowy Siedlisko
Oka;Oko;Oka
Gass;Gassy;Gassa
Podścichawy;Podścichawa;Podścichawy
Drzeńska Wielkiego;Drzeńsk Wielki;Drzeński Wielki
Wielkiego Lubienia;Wielki Lubień;Wielki Lubienie
Skoroszek;Skoroszki;Skoroszka
Parcelanctów;Parcelanci;Parcelancet
Lubanowa;Lubanowo;Lubanowy
Kolonii Zrecza Dużego;Kolonia Zrecze Duże;Kolonia Zrecze Duży
Tropów Sztumskich;Tropy Sztumskie;Trop Sztumski
Zbeninin;Zbeniny;Zbeninina
Wilczonka;Wilczonek;Wilczonka
Kolonii Brajnik;Kolonia Brajniki;Kolonia Brajnik
Tomaszowic-Kolonii;Tomaszowice-Kolonia;Tomaszowica-Kolonia
Mieczek;Mieczki;Mieczka
Wólki Panieńskiej;Wólka Panieńska;Wólka Panieński
Proszkowa;Proszków;Proszkowy
Windorpia;Windorp;Windorpi
Słębowa;Słębowo;Słębowy
Kobosek;Koboski;Koboska
Pniewisk;Pniewiski;Pniewisko
Biaław Wielkich;Białawy Wielkie;Biaława Wielki
Betkowa;Betkowo;Betkowy
Izbicka;Izbicko;Izbicki
Chomentowa-Sochy;Chomentów-Socha;Chomentowy-Soch
Kolonii Milewa;Kolonia Milewo;Kolonia Milew
Czołpina;Czołpin;Czołpina
Białobrzegów;Białobrzegi;Białobrzeg
Częstoszowic;Częstoszowice;Częstoszowica
Brzeźnicy Bychawskiej;Brzeźnica Bychawska;Brzeźnik Bychawski
Plant;Planty;Plant
Drzęczewa Drugiego;Drzęczewo Drugie;Drzęczewo Drugi
Planty;Planta;Plant
Szostaków;Szostaki;Szostak
Jędrzychowic;Jędrzychowice;Jędrzychowica
Bolesławia;Bolesław;Bolesławie
Ostrów nad Okszą;Ostrowy nad Okszą;Oster nada Okszy
Słońska Dolnego;Słońsk Dolny;Słoński Dolny
Starych Groszków;Stare Groszki;Stary Groszek
Rozajn;Rozajny;Rozajn
Broniowa;Broniów;Broniowy
Nowych Chlebiotek;Nowe Chlebiotki;Nowy Chlebiotka
Kani Nowej;Kania Nowa;Kany Nowy
Cewlina;Cewlino;Cewlina
Mieczy;Miecze;Miecz
Kiszek;Kiszki;Kiszka
Kozubowa;Kozubów;Kozubowy
Korczowej;Korczowa;Korczowy
Porszewic;Porszewice;Porszewica
Dobek;Dobki;Dobek
Wólki Kościeniewickiej;Wólka Kościeniewicka;Wólka Kościeniewicki
Golubia-Dobrzynia;Golub-Dobrzyń;Golubia-Dobrzynia
Szczutowa;Szczutowo;Szczutowy
Kawek;Kawki;Kawka
Jodłówki-Wałek;Jodłówka-Wałki;Jodłówki-Wałka
Kłopotowa;Kłopotowo;Kłopotowy
Raczkowej;Raczkowa;Raczkowy
Raczkowa;Raczkowo;Raczkowy
Łękna;Łękno;Łękny
Kolonii Przybiernówka;Kolonia Przybiernówko;Kolonia Przybiernówka
Podmąchocicic;Podmąchocice;Podmąchocicica
Żegrówka;Żegrówko;Żegrówka
Smolęcina;Smolęcin;Smolęcina
Chrzanówka;Chrzanówek;Chrzanówka
Sosenek-Jajek;Sosenki-Jajki;Sosenka-Jajka
Chorówka;Chorówko;Chorówka
Borycza;Borycz;Borycza
Przychodów;Przychody;Przychód
Górek-Baćk;Górki-Baćki;Górka-Baćk
Świercz-Siółek;Świercze-Siółki;Świercz-Siółka
Sworowa;Sworowo;Sworowy
Otr;Otry;Otr
Kopytkowa;Kopytkowo;Kopytkowy
Kilianek;Kilianki;Kilianka
Łopień-Zysków;Łopienie-Zyski;Łopienie-Zysk
Sidłowa;Sidłów;Sidłowy
Grabówca;Grabówiec;Grabówca
Kłudna Nowego;Kłudno Nowe;Kłudny Nowy
Maciejewa;Maciejew;Maciejewa
Starych Jaroszowic;Stare Jaroszowice;Stary Jaroszowica
Wiskitek;Wiskitki;Wiskitka
Mędrzyc;Mędrzyce;Mędrzyca
Stawina;Stawin;Stawina
Wygiełzowa;Wygiełzów;Wygiełzowy
Kadaryszek;Kadaryszki;Kadaryszek
Kępy Skóreckiej;Kępa Skórecka;Kęp Skórecki
Woli Matiaszowej;Wola Matiaszowa;Wol Matiaszowy
Ślizowa;Ślizów;Ślizowy
Eufeminowa;Eufeminów;Eufeminowy
Pajtun;Pajtuny;Pajtun
Kolonii Widźgowa;Kolonia Widźgowo;Kolonia Widźgowy
Hańska-Kolonii;Hańsk-Kolonia;Hański-Kolonia
Skomoroch Dużych;Skomorochy Duże;Skomoroch Duży
Olszowy;Olszowa;Olszowy
Brzozowej Wólki;Brzozowa Wólka;Brzozowy Wólka
Ankamat;Ankamaty;Ankamat
Ireny;Irena;Iren
Kolonii Buszkowic;Kolonia Buszkowice;Kolonia Buszkowica
Kant;Kanty;Kant
Hruszowic;Hruszowice;Hruszowica
Gapowa;Gapowo;Gapowy
Żabiczyna;Żabiczyn;Żabiczyna
Kryniczna;Kryniczno;Kryniczny
Ciosen;Ciosny;Ciosna
Morynia-Dworu;Moryń-Dwór;Morynia-Dwór
Jakubic;Jakubice;Jakubica
Jędrzejowa;Jędrzejów;Jędrzejowy
Witosławia;Witosław;Witosławie
Kołaczyczyc;Kołaczyce;Kołaczyczyca
Witkówek;Witkówki;Witkówka
Niestumia;Niestum;Niestumia
Litwinek;Litwinki;Litwinka
Skrzydlowa;Skrzydlów;Skrzydlowy
Nasut;Nasuty;Nasut
Dworów Drugich;Dwory Drugie;Dwór Drugi
Budziejewa;Budziejewo;Budziejewa
Jonaków;Jonaki;Jonak
Bolina;Bolino;Bolina
Bliznego;Blizne;Blizny
Mzurowa;Mzurów;Mzurowy
Brzeszczek Małych;Brzeszczki Małe;Brzeszczka Mały
Zębówka;Zębówko;Zębówka
Koźlątkowa;Koźlątków;Koźlątkowy
Rzadkiej Wola-Parceli;Rzadka Wola-Parcele;Rzadkiej Wola-Parcela
Siemienia;Siemień;Siemienie
Łukoszyna-Borków;Łukoszyno-Borki;Łukoszyna-Borek
Podmalenieńca;Podmaleniec;Podmalenieniec
Wołkuszy;Wołkusze;Wołkusz
Szatek;Szatki;Szatka
Robunia;Robuń;Robunia
Ludomirowa;Ludomirowo;Ludomirowy
Cichej Góry;Cicha Góra;Cichy Góry
Dłuska;Dłusko;Dłuski
Bielkówka;Bielkówko;Bielkówka
Ładnego Pola;Ładne Pole;Ładny Pola
Słupcy;Słupca;Słupiec
Luboszyc Małych;Luboszyce Małe;Luboszyca Mały
Podolsza;Podolsze;Podolsza
Słupiec;Słupce;Słupiec
Truszczyn;Truszczyny;Truszczyna
Juszowic;Juszowice;Juszowica
Kulasznego;Kulaszne;Kulaszny
Lublewa Lęborskiego;Lublewo Lęborskie;Lublew Lęborski
Zawałów;Zawały;Zawał
Kromnowa;Kromnów;Kromnowy
Berlinka;Berlinek;Berlinka
Waniorowa;Waniorowo;Waniorowy
Zielenieńca Małego;Zieleniec Mały;Zielenieniec Mały
Duraczowa;Duraczów;Duraczowy
Glinki Duchownej;Glinka Duchowna;Glinka Duchowny
Tarach;Tarachy;Tar
Jodłowna;Jodłowno;Jodłowny
Czyprek;Czyprki;Czyprka
Gustawówowa;Gustawów;Gustawówowy
Starego Krzeska;Stary Krzesk;Stary Krzeska
Malenisk;Maleniska;Malenisko
Kondratek;Kondratki;Kondratka
Świdna;Świdno;Świdny
Gałczyna;Gałczyn;Gałczyna
Choczenia;Choczeń;Choczenie
Jatek;Jatki;Jatka
Długiego Pola;Długie Pole;Długi Pola
Kolonii Wirwit;Kolonia Wirwity;Kolonia Wirwit
Sławoszewa;Sławoszew;Sławoszewo
Woli Ostaszewskiej;Wola Ostaszewska;Wol Ostaszewski
Twardawy;Twardawa;Twardawy
Ługów;Ługi;Ług
Kotlic-Kolonii;Kotlice-Kolonia;Kotlica-Kolonia
Nowego Wymyśla;Nowe Wymyśle;Nowy Wymyśla
Lubochni-Górek;Lubochnia-Górki;Lubochny-Górka
Kożuchów-Kolonii;Kożuchy-Kolonia;Kożuch-Kolonia
Kurkowa;Kurkowo;Kurkowy
Kosakowa;Kosakowo;Kosakowy
Kaczkowic;Kaczkowice;Kaczkowica
Pieszczanik;Pieszczaniki;Pieszczanik
Zatomia Nowego;Zatom Nowy;Zatomia Nowy
Oklin;Okliny;Oklina
Kolonii Kniewa;Kolonia Kniewo;Kolonia Kniewa
Kolonii Olszowej;Kolonia Olszowa;Kolonia Olszowy
Surochowa;Surochów;Surochowy
Łykowa;Łyków;Łykowy
Ciepłego Pierwszego;Ciepłe Pierwsze;Ciepły Pierwszy
Grabowa Parchowskiego;Grabowo Parchowskie;Grabowy Parchowski
Mroczenka;Mroczenko;Mroczenka
Konopek Małych;Konopki Małe;Konopek Mały
Kurzelowa;Kurzelów;Kurzelowy
Dybły;Dybła;Dybły
Miączyna Małego;Miączyn Mały;Miączyna Mały
Noworąblowa;Noworąblów;Noworąblowy
Berżnik;Berżniki;Berżnik
Marzęcina;Marzęcin;Marzęcina
Maldanina;Maldanin;Maldanina
Stanisławówowa Nowego;Stanisławów Nowy;Stanisławówowy Nowy
Rajkowa;Rajkowo;Rajkowy
Błędowa;Błędowo;Błędowy
Cibor-Marek;Cibory-Marki;Cibora-Marka
Boratynieńca Ruskiego;Boratyniec Ruski;Boratynieniec Ruski
Kolonii Schabów;Kolonia Schaby;Kolonia Schab
Domiechowic;Domiechowice;Domiechowica
Woli Łokotowej;Wola Łokotowa;Wol Łokotowy
Kozakowic Dolnych;Kozakowice Dolne;Kozakowica Dolny
Michalinowa;Michalinów;Michalinowy
Świętoszowic;Świętoszowice;Świętoszowica
Mostów Małych;Mosty Małe;Most Mały
Lgoty Błotnej;Lgota Błotna;Lgot Błotny
Żukowa;Żuków;Żukowy
Rybak;Rybaki;Rybak
Nowych Oborzysk;Nowe Oborzyska;Nowy Oborzysko
Wróbla;Wróbel;Wróbli
Kolonii Święcicic;Kolonia Święcice;Kolonia Święcicica
Cieplin;Ciepliny;Cieplina
Radziszewa-Sobiechowa;Radziszewo-Sobiechowo;Radziszewo-Sobiechowy
Kolonii Młódnic;Kolonia Młódnice;Kolonia Młódnica
Zdroisk;Zdroiska;Zdroisko
Końskich;Końskie;Koński
Siemowa;Siemowo;Siemowa
Niesułkowa-Kolonii;Niesułków-Kolonia;Niesułkowy-Kolonia
Trzeszczan Pierwszych;Trzeszczany Pierwsze;Trzeszczanin Pierwszy
Kolonii Korytkowa;Kolonia Korytków;Kolonia Korytkowy
Szczęsnego;Szczęsne;Szczęsny
Szczęsnej;Szczęsna;Szczęsny
Henrykowa;Henrykowo;Henrykowy
Jasiowej Huty;Jasiowa Huta;Jasiowy Huty
Skibic;Skibice;Skibic
Grabi Trzeciej;Grabia Trzecia;Grabie Trzeci
Smólnik;Smólniki;Smólnik
Bulkowa-Kolonii;Bulkowo-Kolonia;Bulkowy-Kolonia
Pogorzeli;Pogorzele;Pogorzel
Pietrzykowic;Pietrzykowice;Pietrzykowica
Kolonii Leńcy;Kolonia Leńce;Kolonia Leńki
Biechowa;Biechowo;Biechowy
Paszowic;Paszowice;Paszowica
Miłkowic-Paszków;Miłkowice-Paszki;Miłkowica-Paszek
Kostek Dużych;Kostki Duże;Kostka Duży
Biskupic Ołobocznych;Biskupice Ołoboczne;Biskupic Ołoboczny
Zabiełłłowa;Zabiełłów;Zabiełłłowy
Klich;Klichy;Kli
Zagonów;Zagony;Zagon
Kolonii Bańkniek;Kolonia Bańki;Kolonia Bańkńka
Hornostaj;Hornostaje;Hornostaj
Starych Babek;Stare Babki;Stary Babka
Szalowej;Szalowa;Szalowy
Upuszczewa;Upuszczew;Upuszczewo
Woli Mieczysławskiej;Wola Mieczysławska;Wol Mieczysławski
Prędocina-Kolonii;Prędocin-Kolonia;Prędocina-Kolonia
Pękaninka;Pękaninko;Pękaninka
Brzozowa-Muzył;Brzozowo-Muzyły;Brzozowy-Muzyła
Mołdyt;Mołdyty;Mołdyt
Kolonii Pęcławskiej;Kolonia Pęcławska;Kolonia Pęcławski
Łukaszowic;Łukaszowice;Łukaszowica
Czachowa;Czachowo;Czachowy
Mikoszowa;Mikoszów;Mikoszowy
Wólki Polickiej;Wólka Policka;Wólka Policki
Ronina;Ronin;Ronina
Husaków;Husaki;Husak
Szymanówki;Szymanówka;Szymanówki
Woli Grzymalina-Kolonej;Wola Grzymalina-Kolonia;Woli Grzymalina-Kolony
Kolonii Pniewa;Kolonia Pniewo;Kolonia Pniewa
Badowa-Daniek;Badowo-Dańki;Badowy-Dańka
Nowego Garkowa;Nowe Garkowo;Nowy Garkowy
Starego Podola;Stare Podole;Stary Podola
Żagania;Żagań;Żaganie
Bryńska Szlacheckiego;Bryńsk Szlachecki;Bryński Szlachecki
Kondrajca Szlacheckiego;Kondrajec Szlachecki;Kondrajca Szlachecki
Proboszczewic;Proboszczewice;Proboszczewica
Młynieńca Pierwszego;Młyniec Pierwszy;Młynieniec Pierwszy
Jerutek-Kolonii;Jerutki-Kolonia;Jerutka-Kolonia
Chwarzenka;Chwarzenko;Chwarzenka
Kolonii Pniewów;Kolonia Pniewy;Kolonia Pniew
Kolonii Nomik;Kolonia Nomiki;Kolonia Nomik
Cieszysławia;Cieszysław;Cieszysławie
Zdziechowa;Zdziechów;Zdziechowy
Radzanowa;Radzanów;Radzanowy
Kolonii Janowa;Kolonia Janów;Kolonia Janowy
Bajdyt;Bajdyty;Bajdyt
Teklowa;Teklów;Teklowy
Sarnowa-Gór;Sarnowo-Góry;Sarnowy-Gór
Śladkowa Górnego;Śladków Górny;Śladkowy Górny
Starościna-Kolonii;Starościn-Kolonia;Starościna-Kolonia
Żydów;Żydy;Żyd
Piasków Bankowych;Piaski Bankowe;Piasek Bankowy
Cycowa DrugKolonii;Cyców-Kolonia Druga;Cycowa DrugKolonia
Lgotki;Lgotka;Lgotek
Blinowa Drugiego;Blinów Drugi;Blinowy Drugi
Karkajm;Karkajmy;Karkajma
Boruchowa;Boruchowo;Boruchowy
Skibniewa-Podawcy;Skibniew-Podawce;Skibniewa-Podawca
Guzowego Pieca;Guzowy Piec;Guzowy Piecy
Rozwad;Rozwady;Rozwada
Miłobrzegów;Miłobrzegi;Miłobrzeg
Kanina;Kanin;Kanina
Karzcina;Karzcino;Karzcina
Kani;Kania;Kany
Kaszun;Kaszuny;Kaszuna
Borzytuchomia;Borzytuchom;Borzytuchomia
Sucumina;Sucumin;Sucumina
Twarogów-Mazurów;Twarogi-Mazury;Twaróg-Mazur
Święcienina-Kolonii;Święcienin-Kolonia;Święcienina-Kolonia
Kolonii Miedźnej;Kolonia Miedźna;Kolonia Miedźny
Ulnowa;Ulnowo;Ulnowy
Kolonii Botowa;Kolonia Botowo;Kolonia Botowy
Godkowa;Godków;Godkowy
Osieka Piasecznego;Osiek Piaseczny;Osieka Piaseczny
Machar;Machary;Machar
Dworskiego;Dworskie;Dworski
Kozik-Majdanu;Koziki-Majdan;Kozik-Majdan
Lasków Dworskich;Laski Dworskie;Lasek Dworski
Dziadowa;Dziadowo;Dziadowy
Piasutna;Piasutno;Piasutny
Strzegomian;Strzegomiany;Strzegomian
Bagienic Dużych;Bagienice Duże;Bagienica Duży
Bilska;Bilsko;Bilski
Urli;Urle;Urły
Święcinka;Święcinek;Święcinka
Wólki Pileckiej;Wólka Pilecka;Wólka Pilecki
Modzurowa;Modzurów;Modzurowy
Tomic;Tomice;Tomica
Dubicz;Dubicze;Dubicz
Brzozowa-Panek;Brzozowo-Panki;Brzozowy-Panka
Czermna-Kolonii;Czermno-Kolonia;Czermny-Kolonia
Broniszowa;Broniszów;Broniszowy
Marcewa;Marcewo;Marcewa
Taraskowa;Taraskowo;Taraskowy
Woli Świnieckiej;Wola Świniecka;Wol Świniecki
Żerczyczyc;Żerczyce;Żerczyczyca
Golesz Małych;Golesze Małe;Golesz Mały
Poręby Laskowskiej;Poręba Laskowska;Porąb Laskowski
Brzykowa;Brzyków;Brzykowy
Kolonii Radolina;Kolonia Radolin;Kolonia Radolina
Domachowa;Domachowo;Domachowy
Włostowa;Włostowo;Włostowy
Lichwina;Lichwin;Lichwina
Główczyczyc;Główczyce;Główczyczyca
Pławny Dolnej;Pławna Dolna;Pławny Dolny
Sterek;Sterki;Sterka
Stabrowa;Stabrów;Stabrowy
Kruszy Podlotowej;Krusza Podlotowa;Krusza Podlotowy
Raczyn;Raczyny;Raczyna
Kolonii Babina;Kolonia Babino;Kolonia Babina
Szadówka;Szadówko;Szadówka
Prętławek;Prętławki;Prętławka
Wojszków;Wojszki;Wojszek
Elizanowa;Elizanów;Elizanowy
Wierzbia;Wierzbie;Wierzbia
Ostrej Górki;Ostra Górka;Ostry Górka
Gotkowic;Gotkowice;Gotkowica
Mościcic Dolnych;Mościce Dolne;Mościcica Dolny
Pogorzałek Wielkich;Pogorzałki Wielkie;Pogorzałka Wielki
Chotycz-Kolonii;Chotycze-Kolonia;Chotycz-Kolonia
Nowej Pawłówki;Nowa Pawłówka;Nowy Pawłówka
Starowlan;Starowlany;Starowlan
Włók;Włóki;Włók
Makowa Mazowieckiego;Maków Mazowiecki;Makowy Mazowiecki
Miłosławic;Miłosławice;Miłosławica
Rudy-Skrody;Ruda-Skroda;Ruda-Skród
Gródczan;Gródczany;Gródczan
Zagrobów-Łętownicy;Zagroby-Łętownica;Zagrób-Łętownica
Krzesimowa;Krzesimowo;Krzesimowy
Kępy Polskiej;Kępa Polska;Kęp Polski
Sowiej Woli Folwarcznej;Sowia Wola Folwarczna;Sowi Wol Folwarczny
Żułowa;Żułów;Żułowy
Ład;Łady;Łada
Czułczyczyc Małych;Czułczyce Małe;Czułczyczyca Mały
Kokoszek;Kokoszki;Kokoszka
Tuszynka Majorackiego;Tuszynek Majoracki;Tuszynka Majoracki
Kolonii Magnusz;Kolonia Magnusze;Kolonia Magnusz
Smęgorzowa;Smęgorzów;Smęgorzowy
Nasutowa;Nasutowo;Nasutowy
Mieczysławowa;Mieczysławowo;Mieczysławowy
Strupina Małego;Strupin Mały;Strupina Mały
Mingajn;Mingajny;Mingajn
Janik Małych;Janiki Małe;Janik Mały
Nowych Chrustów;Nowe Chrusty;Nowy Chrust
Kolonii Rzecka;Kolonia Rzeck;Kolonia Rzecki
Gołanic;Gołanice;Gołanica
Gołębiewa;Gołębiewo;Gołębiewa
Łokciowego;Łokciowe;Łokciowy
Krasewic-Jagiełek;Krasewice-Jagiełki;Krasewica-Jagiełki
Orzechów;Orzechy;Orzech
Czaczek Wielkich;Czaczki Wielkie;Czaczek Wielki
Wronek;Wronki;Wronka
Rybna;Rybno;Rybny
Steklna;Steklno;Steklny
Rybnego;Rybne;Rybny
Kiełpia;Kiełp;Kiełpi
Rybnej;Rybna;Rybny
Wólki Domaszewskiej;Wólka Domaszewska;Wólka Domaszewski
Turska;Tursko;Turski
Ćwiętalki;Ćwiętalka;Ćwiętalk
Dębowa;Dębowo;Dębowy
Nadolnej;Nadolna;Nadolny
Dębowej;Dębowa;Dębowy
Mostka;Mostek;Mostka
Popit;Popity;Popit
Stobna Siódmego;Stobno Siódme;Stobny Siódmy
Zimina;Zimin;Zimina
Biedaszkowa Wielkiego;Biedaszków Wielki;Biedaszkowy Wielki
Lubisk-Kolonii;Lubiska-Kolonia;Lubisko-Kolonia
Gacpar;Gacpary;Gacpar
Nieczuja;Nieczuj;Nieczuja
Komór Dąbrownych;Komory Dąbrowne;Komór Dąbrowny
Skrzypek Dużych;Skrzypki Duże;Skrzypek Duży
Krasnołęki;Krasnołęka;Krasnołęki
Jachowa;Jachowo;Jachowy
Białożewina;Białożewin;Białożewina
Myszynieńca;Myszyniec;Myszynieniec
Drzewianowa;Drzewianowo;Drzewianowy
Wysoczan;Wysoczany;Wysoczan
Karwicy Mazurskiej;Karwica Mazurska;Karwica Mazurski
Kozdrojów;Kozdroje;Kozdrój
Lednicy Górnej;Lednica Górna;Lednik Górny
Żeleźna;Żeleźno;Żeleźny
Prusieka;Prusiek;Prusieka
Sędańska;Sędańsk;Sędański
Szarejek;Szarejki;Szarejka
Dusznej Górki;Duszna Górka;Duszny Górka
Rysin;Rysiny;Rysina
Zamczyska;Zamczysk;Zamczysko
Kochanowic;Kochanowice;Kochanowica
Małkowa-Kolonii;Małków-Kolonia;Małkowy-Kolonia
Studnisk Górnych;Studniska Górne;Studnisko Górny
Magdalenowa;Magdalenów;Magdalenowy
Żelimuchy;Żelimucha;Żelimuch
Rutek-Głowic;Rutki-Głowice;Rutka-Głowica
Złotoryjska;Złotoryjsko;Złotoryjski
Krasny-Kolonii;Krasna-Kolonia;Krasny-Kolonia
Strzepowa;Strzepowo;Strzepowy
Łupianki Nowej;Łupianka Nowa;Łupianka Nowy
Jastrząbki;Jastrząbka;Jastrząbek
Sprzęcicic;Sprzęcice;Sprzęcicica
Krajewic Małych;Krajewice Małe;Krajewica Mały
Kościan;Kościany;Kościan
Opok;Opoki;Opoka
Parowów;Parowy;Parów
Nowego Warpna;Nowe Warpno;Nowy Warpny
Ublinka;Ublinek;Ublinka
Przemkowa;Przemkowo;Przemkowy
Florianowa;Florianowo;Florianowy
Skrzypiowa;Skrzypiów;Skrzypiowy
Parowej;Parowa;Parowy
Silna Małego;Silno Małe;Silny Mały
Przybradza;Przybradz;Przybradza
Postronnnej;Postronna;Postronnny
Woli Mystkowskiej;Wola Mystkowska;Wol Mystkowski
Kuźnicy Grabowskiej;Kuźnica Grabowska;Kuźnica Grabowski
Szach;Szachy;Sz
Pierzwina;Pierzwin;Pierzwina
Dworackich;Dworackie;Dworacki
Kolonii Siemiątkowskiej;Kolonia Siemiątkowska;Kolonia Siemiątkowski
Kirchola;Kirchol;Kirchola
Mikówca;Mikówiec;Mikówca
Nierybia;Nierybie;Nierybi
Jałtuszczyk;Jałtuszczyki;Jałtuszczyk
Lechlinka;Lechlinek;Lechlinka
Niździna;Niździn;Niździna
Kowalik;Kowaliki;Kowalik
Rudnopola;Rudnopole;Rudnopola
Lizawic;Lizawice;Lizawica
Gabrielina;Gabrielin;Gabrielina
Chwarzna;Chwarzno;Chwarzny
Rapat;Rapaty;Rapat
Zborówka;Zborówek;Zborówka
Rudolfowa;Rudolfowo;Rudolfowy
Czartowic;Czartowice;Czartowica
Kolonii Zabiela;Kolonia Zabiele;Kolonia Zabiel
Sadów-Kolonii;Sady-Kolonia;Sad-Kolonia
