Dopełniacz;Mianownik;Wynik Stemmera
Fosy;Fosa;Fos;ACAAAAA 
Skulska;Skulsk;Skulska;CBA 
Szejpiszek;Szejpiszki;Szejpiszka;ADAB 
Tamtej Wsi;Tamta Wieś;Tamta Ws;ADACCBA AAADAA 
Starego Torunia;Stary Toruń;Stary Torunia;CAA ADACBBB 
Starego Kozłowa;Stare Kozłowo;Stary Kozłów;CAA ABABAAA 
Mamienia;Mamień;Mamienie;AEBAA 
Kolonii Wysockiego;Kolonia Wysockiego;Kolonia Wysocki;ADACBAA CBA 
Kociej Wólki;Kocia Wólka;Koca Wólka;ADACCBB ADAB 
Koło Panienki;Koło Panienki;Koła Panienka;ADAAA ADAB 
Starego Uścia;Stare Uście;Stary Uście;CAA AEBAA 
Osiedla Podmagury;Osiedle Podmagura;Osiedle Podmagur;BDA ABABAAA 
Nowego Kałęczyna;Nowy Kałęczyn;Nowy Kałęczyna;CAB ADAAA 
Rampy Reźnika;Rampa Reźnika;Ramp Reźnik;AAACAAAB AAACBA 
Trzeszczona;Trzeszczon;Trzeszczona;CAB 
Wilkucicic Małych;Wilkucice Małe;Wilkucicica Mała;ADACABB ADACCBA 
Nowego Zacisza;Nowe Zacisze;Nowy Zacisze;CAB AEBAB 
Przyszowic;Przyszowice;Przyszowica;ADACABB 
Golcy Drugich;Golce Drugie;Golec Drugie;AAACBA AGCF 
Do Bydłonia;Do Bydłonia;Da Bydłoń;ADAB ABAABA 
Hali Pisanej;Hala Pisana;Hal Pisana;ACACAA ADACCBA 
Lublina;Lublin;Lublina;ADAAA 
Mątowskich Pastwisk;Mątowskie Pastwiska;Mątowski Pastwisko;CBA AEAAAA 
Chudzic;Chudzice;Chudzica;ADACABB 
Połomi Niżnej;Połom Niżna;Połomia Niżna;ADACBAA ADACCBA 
Sokolnik-Maszkowic;Sokolniki-Maszkowice;Sokolnik-Maszkowica;AAACBA ADACABB 
Nowych Gutów;Nowe Guty;Nowy Gut;CAB ACAAAAA 
Jelnicy;Jelnica;Jelnik;AAACBA 
Zajączkowic-Dworu;Zajączkowice-Dwór;Zajączkowica-Dwór;ADACABB ACAAAAA 
Smaruja;Smaruj;Smaruja;ADACBAA 
Hub-Koźla;Huby-Koźle;Hub-Koźle;ACAAAAA AEBAC 
Lubstynka;Lubstynek;Lubstynka;ADAB 
Uciastka;Uciastek;Uciastko;AEAAAA 
Trąbek Głębokich;Trąbki Głębokie;Trąbek Głęboki;ACABBA CBA 
Zakrzyna-Glapińca;Zakrzyn-Glapiniec;Zakrzyna-Glapiniec;ADAAA ACACBC 
Zbelutki WieStarej;Zbelutka-Stara Wieś;Zbelutki WieStara;CAA 
Wojsławic-Folwarku;Wojsławice-Folwark;Wojsławica-Folwark;ADACABB ACABA 
Żbików-Gawronek;Żbiki-Gawronki;Żbik-Gawronek;ACABBA ABAC 
Radunina;Radunin;Radunina;ADAAA 
Głowic;Głowice;Głowica;ADACABB 
Kolonii Gocłów;Kolonia Gocły;Kolonia Gocł;ADACBAA ACAAAAA 
Demitówek;Demitówki;Demitówka;ADAB 
Nadtam;Nadtamy;Nadtam;ACAAAAA 
Wojtówek;Wojtówki;Wojtówka;ADAB 
Łeszczyna;Łeszczyn;Łeszczyna;ADAAA 
Świniego Oka;Świnie Oko;Świni Oka;AAFC ADAB 
Na Polanie;Na Polanie;Ne Polanie;AEBAA AEBAA 
Lenarczyczyc;Lenarczyce;Lenarczyczyca;ADACABB 
Kieszkowa;Kieszków;Kieszkowa;CAB 
Szczanieńca;Szczaniec;Szczanieniec;ACACBC 
Łokci;Łokcie;Łokieć;ACACBAA 
Osic;Osice;Osica;ADACABB 
Ślepego Kątka;Ślepy Kątek;Ślepy Kątko;CAB AEAAAA 
Nowego Grodziczna;Nowe Grodziczno;Nowy Grodziczna;CAB ADACCBA 
Potażnik;Potażniki;Potażnik;ACABBA 
Toporowa;Toporów;Toporowa;ADACCAA 
Sudawskich;Sudawskie;Sudawski;CBA 
Łowcza;Łowcze;Łowcz;ACACBBA 
Krojant;Krojanty;Krojant;AAADAA 
Gubina;Gubin;Gubina;ADAAA 
Piączyna;Piączyn;Piączyna;ADAAA 
Kozioła;Kozioł;Kozioło;AEAAAB 
Przy Lesie;Przy Lesie;Prz Les;AAABD ACAAAAA 
Woli Dąbskiej;Wola Dąbska;Wol Dąbska;ACACAA ADACCBB 
Kolonii Kwasów;Kolonia Kwasy;Kolonia Kwas;ADACBAA ACAAAAA 
Mościbród;Mościbrody;Mościbród;ACAAAAA 
Łubina Kościelnego;Łubin Kościelny;Łubina Kościelny;ADAAA CAB 
Na GrapBór;Na Grapę;Ne GrapBór;AEBAA ACAAAAA 
Koziego Lasku;Kozi Lasek;Kozia Lasek;AABAA AAADBA 
Morawiec;Morawce;Morawiec;AAACBA 
Kosowa-Stacji;Kosów-Stacja;Kosowa-Stacja;ADAAA ADACBAA 
Kolonii Kułyg;Kolonia Kułygi;Kolonia Kułyga;ADACBAA ADAB 
Choduba;Chodub;Choduba;ADAAA 
Świniarów;Świniary;Świniar;ACAAAAA 
Dubicz Osocznych;Dubicze Osoczne;Dubicz Osoczny;ACACBBA CAB 
Nadolszany;Nadolszana;Nadolszan;ACAAAAA 
U Warty;U Warty;U Wart;AEBAA ACAAAAA 
Wałachowa;Wałachowo;Wałachów;ACAABAA 
Hyrbów;Hyrby;Hyrb;ACAAAAA 
Zastawa;Zastaw;Zastawa;ADAAA 
Wańtuch;Wańtuchy;Wańtuch;AAACBA 
Przygorzeli;Przygorzele;Przygorzel;ADCAAA 
Kłomina;Kłomino;Kłomin;ACAABAA 
Gągławek;Gągławki;Gągławka;ADAB 
Kikoty;Kikota;Kikoty;AGAB 
Sokolnik-Lasu;Sokolniki-Las;Sokolnik-Las;AAACBA ACAAAAA 
Gadowskich Holendrów Nowych;Gadowskie Holendry Nowe;Gadowski Holender Nowy;CBA AAACAAAB CAB 
Widlic;Widlice;Widlica;ADACABB 
Falek;Falki;Falka;ADAB 
Auguścina;Auguścin;Auguścina;ADAAA 
Langowa;Langowo;Langowa;CAB 
Wilkowa Starego;Wilkowo Stare;Wilkowa Stary;ADAAA CAA 
Mistrzewic Poduchownych;Mistrzewice Poduchowne;Mistrzewica Poduchowny;ADACABB CAB 
Midowa;Midowo;Midowa;ADAAA 
Źródeł;Źródła;Źródło;AEAAAB 
Jabłonowa;Jabłonowo;Jabłonowa;CAB 
Poddziewinia;Poddziewinie;Poddziewinia;ADACBABA 
Julianowa;Julianów;Julianowa;ADACCAA 
Łęgowa;Łęgowo;Łęgowa;ADACCAA 
Kąkolewnicy;Kąkolewnica;Kąkolewnik;AAACBA 
Roszków-Sączków;Roszki-Sączki;Roszek-Sączek;ACABBA ACABBA 
Czarnogoździc;Czarnogoździce;Czarnogoździca;ADACABB 
Śmiechenia;Śmiecheń;Śmiechenie;AEBAA 
Siemienia-Rowów;Siemień-Rowy;Siemienie-Rów;AEBAA ACAAAAA 
Ściechówka;Ściechówek;Ściechówka;ADAB 
Bębła;Bębło;Bębeł;ACAABAA 
Kolonii Prusowego Borku;Kolonia Prusowy Borek;Kolonia Prusowe Borek;ADACBAA AEBBB ACABBA 
Zaulic;Zaulice;Zaulica;ADACABB 
Kuss;Kussy;Kuss;ACAAAAA 
Czeremchy-Wsi;Czeremcha-Wieś;Czeremcha-Ws;ADAAA AAADAA 
Wielkiego Gacna;Wielkie Gacno;Wielki Gacna;CBA CAB 
Mójczy;Mójcza;Mójcz;ACACBBA 
Gołaszy-Puszczy;Gołasze-Puszcza;Gołasza-Puszcz;AGCE ACACAB 
Zimnuchy;Zimnucha;Zimnuch;ADAAA 
Krzemlinka;Krzemlinek;Krzemlinka;ADAB 
Gacisk;Gaciska;Gacisk;ACABA 
Grabionnny;Grabionna;Grabionnna;ADAAA 
Jaroszewka;Jaroszewek;Jaroszewka;ADAB 
Marcinkowa;Marcinkowo;Marcinkowa;CAB 
Poręby Mroczkowskiej;Poręba Mroczkowska;Porąb Mroczkowska;ACAAAAA ADACCBB 
Wyciążkowa;Wyciążkowo;Wyciążkowa;CAB 
Roli-Jaraczów;Rola-Jaraczów;Rol-Jaracz;ACACAA ACACACB 
Czempinia;Czempiń;Czempinia;ADACBAA 
Osówka;Osówko;Osówka;ADAB 
Kolonii Szuci;Kolonia Szuć;Kolonia Szuta;ADACBAA AABDAA 
Mariewa;Mariew;Mariewa;ADAAA 
Zaleskiej Woli;Zaleska Wola;Zaleska Wol;ADACCBB ACACAA 
Zadola;Zadole;Zadola;ADACBAA 
Koczarg Starych;Koczargi Stare;Koczarg Stara;ACABA CAA 
Czerwiennnego Górnego;Czerwienne Górne;Czerwiennny Górny;AAEC CAB 
Blichowa;Blichowo;Blichów;ACAABAA 
Lefranowa;Lefranów;Lefranowa;ADACCAA 
Antoniowa Dużego;Antoniów Duży;Antoniowa Duży;ADACCAA AAEA 
Wilkoszyna;Wilkoszyn;Wilkoszyna;ADAAA 
Sławoszowa;Sławoszów;Sławoszowa;ADACCAA 
Gór Jackowskich;Góry Jackowskie;Gór Jackowski;ACAAAAA CBA 
Posługowa-Hub;Posługowo-Huby;Posługowa-Hub;CAB ACAAAAA 
Czarnocicic;Czarnocice;Czarnocicica;ADACABB 
Bieżunia;Bieżuń;Bieżunia;ADACBBB 
Chełma Żarskiego;Chełm Żarski;Chełma Żarski;ADAAA CBA 
Iwanowic Włościańskich;Iwanowice Włościańskie;Iwanowica Włościański;ADACABB CBA 
Podwysokiego;Podwysokie;Podwysoki;CBA 
Pacierzowa;Pacierzów;Pacierzowa;ADACCAA 
Kolonii Pożarowa;Kolonia Pożarów;Kolonia Pożarowa;ADACBAA ADACCAA 
Bud Gutarzewskich;Budy Gutarzewskie;Buda Gutarzewski;ADAAA CBA 
Kamińskich Wiktorów;Kamińskie Wiktory;Kamiński Wiktor;ADACCBB AAACAAAB 
Zmożnej Wola-Parceli;Zmożna Wola-Parcela;Zmożnej Wola-Parcela;ADACBAA ADACBABA 
Nomik;Nomiki;Nomik;AAACBA 
Kaszowa;Kaszów;Kaszowa;ADACCAA 
Starego;Stare;Stary;CAA 
Jutrkowa;Jutrkowo;Jutrkowa;CAB 
Uroży;Uroża;Uroże;AEBAB 
Oszczeklina;Oszczeklin;Oszczeklina;ADAAA 
Kolonii Radziszewa Starego;Kolonia Radziszewo Stare;Kolonia Radziszewo Stary;ADACBAA AEAAAB CAA 
Raniżowa;Raniżów;Raniżowa;CAB 
Brzeźna;Brzeźno;Brzeźna;ADACCBA 
Mikicina;Mikicin;Mikicina;ADAAA 
Jabłonieńca;Jabłoniec;Jabłonieniec;ACACBC 
Tropiszowa;Tropiszów;Tropiszowa;ADACCAA 
Żdzar;Żdżary;Żdzar;ACAAAAA 
Zezuja;Zezuj;Zezuja;ADACBABA 
Koska;Kosek;Koska;ADAB 
Łazia;Łazie;Łaź;AAAAB 
Dłużniewa;Dłużniewo;Dłużniewa;ADAAA 
Kolonii Jaskry;Kolonia Jaskra;Kolonia Jaskier;ADACBAA ACAABAA 
Birczy;Bircza;Bircz;BCCA 
Lipska-Kosopola;Lipsko-Kosopole;Lipsko-Kosopola;AEAAAA ADACBAA 
Sołek;Sołki;Sołek;ACABBA 
Binkowa;Binków;Binkowa;CAB 
Brzęczka;Brzęczek;Brzęczka;ADAB 
Kosewa Włościańskiego;Kosewo Włościańskie;Kosewa Włościański;ADAAA CBA 
Zakrzewa-Froczków;Zakrzewo-Froczki;Zakrzewo-Froczek;AEAAAB ABAC 
Kosewa;Kosew;Kosewa;ADAAA 
Edmundowa;Edmundowo;Edmundowa;ADAAA 
Chodlewa-Leśnictwa;Chodlewo-Leśnictwo;Chodlewa-Leśnictwo;ADAAA AEAAAB 
Cieciórek Włościańskich;Cieciórki Włościańskie;Cieciórka Włościański;ADAB CBA 
Humnisk;Humniska;Humnisko;AEAAAA 
Szturlisk;Szturliska;Szturlisko;AEAAAA 
Uchania Górnego;Uchań Górny;Uchanie Górny;AEBAA CAB 
Zawodzia Dolnego;Zawodzie Dolne;Zawodzie Dolny;AEBAC CAB 
Nieszkowa;Nieszków;Nieszkowa;CAB 
Osiedla Pietrusińskiego;Osiedle Pietrusińskiego;Osiedle Pietrusiński;BDA AAFB 
Wojdyt;Wojdyty;Wojdyt;ACAAAAA 
Więsławic-Parceli;Więsławice-Parcele;Więsławica-Parcela;ADACABB ADACBABA 
Kośców;Koścówie;Kosiec;ABAAAB 
Miał;Miały;Miał;ACAAAAA 
Klimusina;Klimusin;Klimusina;ADAAA 
Kolonii Giełczewa;Kolonia Giełczew;Kolonia Giełczewo;ADACBAA AEAAAB 
Buczeka;Buczek;Buczeka;ADAB 
Łapierza;Łapierz;Łapierze;AEBAB 
Chrościcic-Łyczek;Chrościce-Łyczki;Chrościcica-Łyczka;ADACABB ADAB 
Zalasów;Zalasy;Zalas;ACAABAA 
Trzeszkowa-Kolonii;Trzeszków-Kolonia;Trzeszkowa-Kolonia;CAB ADACBAA 
Nowych Krasnodębów;Nowe Krasnodęby;Nowy Krasnodąb;CAB ACAAAAA 
Waśniowa;Waśniów;Waśniowa;ADACCAA 
Kawęczyna Sędziszowskiego;Kawęczyn Sędziszowski;Kawęczyna Sędziszowski;ADAAA CBA 
Strzebielina-Wybudowania;Strzebielino-Wybudowanie;Strzebielina-Wybudowanie;ADAAA AEBAA 
Dąbia Poduchownego;Dąbie Poduchowne;Dąbia Poduchowny;ADACBAA CAB 
Kołcha;Kołch;Kołcha;ADAAA 
Drzetowa-Grabowa;Drzetowo-Grabowo;Drzetowa-Grabowa;CAB CAB 
Cetlina;Cetlin;Cetlina;ADAAA 
Witulina;Witulin;Witulina;ADAAA 
Kolonii Wilenka;Kolonia Wilenko;Kolonia Wilenka;ADACBAA ADAB 
Woli Kamockiej;Wola Kamocka-Kolonia;Woli Kamocka;CBA 
Nebrowa Małego;Nebrowo Małe;Nebrowa Mały;ADAAA CAB 
Topolna Wielkiego;Topolno Wielkie;Topolna Wielki;CAB CBA 
Harnasi;Harnasie;Harnaś;AAABCA 
Niewina Borowego;Niewino Borowe;Niewina Borowy;ADAAA CAB 
Wyspy Puckiej;Wyspa Pucka;Wysep Pucka;ACAAAAA CBA 
Fabianowa;Fabianów;Fabianowa;ADACCAA 
Samoklęsk Dużych;Samoklęski Duże;Samoklęska Duży;ADABA AAEA 
Straszkowa;Straszków;Straszkowa;CAB 
Gonia;Gonie;Gonia;ADACBAA 
Gołkowa-Cegielni;Gołków-Cegielnia;Gołkowa-Cegielnia;CAB ADACBAA 
Czarnego-Kolonii;Czarne-Kolonia;Czarny-Kolonia;CAB ADACBAA 
Kębiałek;Kębiałki;Kębiałka;ADAB 
Sielca;Sielce;Sielec;ABAAAB 
Pietrzykowa GórnKolonii;Pietrzyków-Kolonia Górna;Pietrzykowa GórnKolonia;ADACBAA 
Czamaninka;Czamaninek;Czamaninka;ADAB 
Nowych Zacieczek;Nowe Zacieczki;Nowy Zacieczka;CAB ADAB 
Szadowa;Szadowo;Szadowa;CAB 
Kolonii Wisznióowa;Kolonia Wiszniów;Kolonia Wisznióowa;ADACBAA ADAAA 
Gajówki Budzynia;Gajówka Budzyń;Gajówka Budzynia;ADAB AEBAA 
Równego Małego;Równe Małe;Równe Mały;AEBBB CAB 
Redcza Wielkiego;Redecz Wielki-Parcele;Redcza Wielki;CBA 
Święcian;Święciany;Święcian;ACAAAAA 
Zapól;Zapola;Zapole;AEBAA 
Wyru;Wyr;Wyro;AEAAAB 
Florczak;Florczaki;Florczak;ABAC 
Pasierbków;Pasierbkowie;Pasierbek;ACABA 
Pod Rachaniami;Pod Rachaniami;Poda Rachanie;ADAAA AEBAA 
Pękoszowa;Pękoszów;Pękoszowa;ADACCAA 
Józefkowa;Józefków;Józefkowa;CAB 
Wyka;Wyk;Wyka;ADAB 
Reskowa;Reskowo;Reskowa;CAB 
Wyskielówki;Wyskielówka;Wyskielówki;AGBA 
Pełczysk;Pełczyska;Pełczysko;AEAAAA 
Modecina;Modecin;Modecina;ADAAA 
Do Podleśniaka;Do Podleśniaka;Da Podleśniak;ADAB AAACBA 
Pod Bukowiec;Pod Bukowiec;Poda Bukowiec;ADAAA ACACBC 
Nowego Gozdowa;Nowy Gozdów;Nowy Gozdowa;CAB ADAAA 
Grochowa Pierwszego;Grochowo Pierwsze;Grochów Pierwszy;ACAABAA CAB 
Łuszczków;Łuszczkowie;Łuszczek;ACABBA 
Podwiatracza;Podwiatracze;Podwiatracz;ABAAC 
Ostrówka-Parceli;Ostrówek-Parcela;Ostrówka-Parcela;ADAB ADACBABA 
Kolonii Lewkowa Nowego;Kolonia Lewkowo Nowe;Kolonia Lewkowa Nowy;ADACBAA CAB CAB 
Jeżynowa;Jeżynów;Jeżynowa;CAB 
Nowielina;Nowielin;Nowielina;ADAAA 
Maśluchowic;Maśluchowice;Maśluchowica;ADACABB 
Dronik;Droniki;Dronik;ADAB 
Kneblowa;Kneblowo;Kneblowa;CAB 
Szczypia;Szczypie;Szczypia;ADACBAA 
Nowego Nosarzewa;Nowe Nosarzewo;Nowy Nosarzewo;CAB AEAAAB 
Widzisza Niżnego;Widzisze Niżne;Widzisz Niżny;ACACBBA CAB 
Nowej Wróbliny;Nowa Wróblina;Nowa Wróblin;ADACCAA ACAAAAA 
Pistek;Pistki;Pistka;ADAB 
Podgórcza;Podgórcze;Podgórcz;ACACBBA 
Półanek Skopowskich;Półanki Skopowskie;Półanka Skopowski;ADAB CBA 
Jurkowic-Kamieniołomu;Jurkowice-Kamieniołom;Jurkowica-Kamieniołom;ADACABB ACAAAAA 
Kalinówki-Wieloborów;Kalinówka-Wielobory;Kalinówka-Wielobór;ADAB ACAAAAA 
Gościmowic Drugich;Gościmowice Drugie;Gościmowica Drugie;ADACABB AGCF 
Leszczycego;Leszczyce;Leszczycy;AAEB 
Gaworkowa;Gaworkowo;Gaworkowa;CAB 
Kawęczyna;Kawęczyn;Kawęczyna;ADAAA 
Jastrząbek;Jastrząbki;Jastrząbek;ABAC 
Okopy;Okopa;Okop;ACAAAAA 
Szczytna-Kolonii;Szczytno-Kolonia;Szczytna-Kolonia;ADACCBA ADACBAA 
Niesłuch;Niesłuchy;Niesłuch;ACAAAB 
Szałaskich Górek;Szałaskie Górki;Szałaski Górka;CBA ADAB 
Raszewa;Raszew;Raszewo;AEAAAB 
Do Jani;Do Jani;Da Jan;ADAB AAADAA 
Rozłop-Kolonii;Rozłopy-Kolonia;Rozłop-Kolonia;AAACAAAB ADACBAA 
Niedbałek;Niedbałki;Niedbałek;ACABBA 
Kolonii Łówkowic;Kolonia Łówkowice;Kolonia Łówkowica;ADACBAA ADACABB 
Koszanowa;Koszanowo;Koszanowa;ADACCAA 
Bulowic Dolnych;Bulowice Dolne;Bulowica Dolny;ADACABB CAB 
Kaszyc Milickich;Kaszyce Milickie;Kaszyca Milicki;ADACABB CBA 
Straszyna;Straszyn;Straszyna;ADAAA 
Bardonków;Bardonki;Bardonek;ACABA 
Przybranowa;Przybranów;Przybranowa;ADACCAA 
Nowej Wsi Ujskiej;Nowa Wieś Ujska;Nowa Ws Ujska;ADACCAA AAADAA ADACCBB 
Mniowa;Mniów;Mniowa;ADACCAA 
Stołunia;Stołuń;Stołunia;ADACBBB 
Wilim;Wilimy;Wilim;ACAAAAA 
Motylewa;Motylewo;Motylewa;ADAAA 
Studziennna;Studzienno;Studziennna;ADAAA 
Gizałek;Gizałki;Gizałka;ADAB 
Studziennnej;Studzienna;Studziennna;CAB 
Grochotowa;Grochotów;Grochotowa;CAB 
Eleonorowa;Eleonorów;Eleonorowa;ADACCAA 
Wyżarów;Wyżary;Wyżar;ACAAAAA 
Ogóraśki;Ogóraśka;Ogórasiek;ACABBA 
Nowego Działynia;Nowy Działyń;Nowy Działynia;CAB ADACBABA 
Szczygłówego Tartaku;Szczygłów Tartak;Szczygłówy Tartak;CAB ACABBA 
U Skuty;U Skuty;U Skut;AEBAA ACAAAAA 
Podłej Góry;Podła Góra;Podła Gór;CAB ACAAAAA 
Przycłap;Przycłapy;Przycłapa;ADAAA 
Wigzów;Wigzy;Wigiez;AGAB 
Cierpisówki;Cierpisówka;Cierpisówki;ADAB 
Grodkowa;Grodków;Grodkowa;CAB 
Kolonii Masowa;Kolonia Masów;Kolonia Masowa;ADACBAA ADACCAA 
Małych Okninin;Małe Okniny;Mała Okninina;ADACCBA ADAAA 
Gierzcza Dolnego;Gierzcze Dolne;Gierzcz Dolny;ABAAC CAB 
Woli Piekarskiej;Wola Piekarska;Wol Piekarska;ACACAA ADACCBB 
Jelitowa;Jelitowo;Jelitowa;CAB 
Osiedla Robotniczego Zaręby;Osiedle Robotnicze Zaręba;Osiedle Robotniczy Zarąb;BDA AAEB ACAAAAA 
Podlesia Górnego;Podlesie Górne;Podleś Górny;AAABAB CAB 
Cichoradza;Cichoradz;Cichoradza;ADACAA 
Czarnego Błota;Czarne Błoto;Czarny Błota;CAB ADAAA 
Czarnych Błot;Czarne Błota;Czarny Błota;CAB ADAAA 
Pod Wycinką;Pod Wycinką;Poda Wycinka;ADAAA ADAB 
Trzeszkowic;Trzeszkowice;Trzeszkowica;ADACABB 
Omelna;Omelno;Omelna;CAB 
Sadkowic;Sadkowice;Sadkowica;ADACABB 
Włoszczowa;Włoszczów;Włoszczowa;ADACCAA 
Gabrielina;Gabrielin;Gabrielina;ADAAA 
Totoziówki;Totoziówka;Totoziówki;ADAB 
Neryngowa;Neryngowo;Neryngowa;CAB 
Rostuk;Rostuki;Rostuk;GBABA 
Rozpętka;Rozpętek;Rozpętka;ADAB 
Osiedla Grunwald;Osiedle Grunwald;Osiedle Grunwaldo;BDA AEAAAB 
Kolonii Łobodna;Kolonia Łobodno;Kolonia Łobodna;ADACBAA CAB 
Gródka Starego;Gródek Stary;Gródka Stary;ADAB CAA 
Nowych Majkowic;Nowe Majkowice;Nowy Majkowica;CAB ADACABB 
Zofiowa;Zofiowo;Zofiowa;ADACCAA 
Konczlan;Konczlanie;Konczlan;ACAAAAA 
Rajca Szlacheckiego;Rajec Szlachecki;Rajca Szlachecki;AABCBB CBA 
Widlic Górnych;Widlice Górne;Widlica Górny;ADACABB AAEC 
Stykowa;Styków;Stykowa;CAB 
Obłudzina;Obłudzin;Obłudzina;AABCBAA 
Starej Brdy;Stara Brda;Stara Brd;CAA ACAAAAA 
Pełczyna-Lasu;Pełczyn-Las;Pełczyna-Las;ADAAA ACAAAAA 
Kolechowic;Kolechowice;Kolechowica;ADACABB 
Lipego Trzeciego;Lipe Trzecie;Lipy Trzeci;CAB AAFA 
Kalskich Łąk;Kalskie Łąki;Kalski Łąk;ADACCBB ACABBA 
Miastowic;Miastowice;Miastowica;ADACABB 
Morzyszowa;Morzyszów;Morzyszowa;ADACCAA 
Starego Bródna;Stare Bródno;Stary Bródna;CAA ADACCBA 
Tobołków;Tobołki;Tobołek;ACABBA 
Dzierzkowa;Dzierzków;Dzierzkowa;CAB 
Jasieniny;Jasienina;Jasieniny;AGAAA 
Różanieńca Pierwszego;Różaniec Pierwszy;Różanieniec Pierwszy;ACACBC CAB 
Jaświł;Jaświły;Jaświła;AABCBAA 
Goryli Wyżnich;Goryle Wyżnie;Goryl Wyżni;AAABCA AAFC 
Pod Choszczówką;Pod Choszczówką;Poda Choszczówka;ADAAA ADAB 
Jasieninin;Jasieniny;Jasieninina;ADAAA 
Żwanowic;Żwanowice;Żwanowica;ADACABB 
Czapielska Małego;Czapielsk Mały;Czapielsko Mały;AEAAAA CAB 
Pieńków Królewskich;Pieńki Królewskie;Pieniek Królewski;ACABBA CBA 
Osiedla Arki Bożka;Osiedle Arki Bożka;Osiedle Arka Bożek;BDA ADAB ACABBA 
Kurczego;Kurcze;Kurczy;AAEB 
Silna Małego;Silno Małe;Silna Mały;CAB CAB 
Ślepiot;Ślepioty;Ślepiot;AAACAAAB 
Polamów;Polamy;Polam;ACAAAAA 
Żochowa Starego;Żochowo Stare;Żochów Stary;ACAABAA CAA 
Różanka;Różanek;Różanka;ADAB 
Załęża Dużego;Załęże Duże;Załąż Duży;ABAAC AAEA 
Michowic;Michowice;Michowica;ADACABB 
Równia;Równie;Równia;ADACBAA 
Głębowic;Głębowice;Głębowica;ADACABB 
Małych Rynarcicic;Małe Rynarcice;Mała Rynarcicica;ADACCBA ADACABB 
Ołdy;Ołda;Ołd;ACAAAAA 
Będkowa-Kolonii;Będków-Kolonia;Będkowa-Kolonia;CAB ADACBAA 
Troszczyna;Troszczyn;Troszczyna;ADAAA 
Dobiegniewa;Dobiegniewo;Dobiegniewa;ADAAA 
Śmigowskich;Śmigowskie;Śmigowski;CBA 
Suchej Wsi;Sucha Wieś;Suchej Ws;ACACBC AAADAA 
Kurysek;Kuryski;Kuryska;ADAB 
Krótkiej Wsi;Krótka Wieś;Krótka Ws;ADACCBB AAADAA 
Pieczonóg;Pieczonogi;Pieczonóg;ABAC 
Pod Leszczyną;Pod Leszczyną;Poda Leszczyna;ADAAA ADAAA 
Szlacheckiej Strony;Szlachecka Strona;Szlachecka Stron;CBA ACAAAAA 
Woli Wiązowej;Wola Wiązowa;Wol Wiązowa;ACACAA ADACCAA 
Starych Sadów;Stare Sady;Stara Sad;CAA ACAAAAA 
Iwanowic-Nabokowa;Iwanowice-Naboków;Iwanowica-Nabokowa;ADACABB CAB 
Za Polaną;Za Polaną;Ze Polana;AEBAA CAB 
Kamykowa;Kamyków;Kamykowa;CAB 
Małych Kujawek;Małe Kujawki;Mała Kujawka;ADACCBA ADAB 
Podworzan;Podworzany;Podworzanin;AAABBA 
Kiełczygłowa-Okupnik;Kiełczygłów-Okupniki;Kiełczygłów-Okupnik;ABABAAA AAACBA 
Zaparowa;Zaparow;Zaparowa;ADACCAA 
Mostna;Mostno;Mostna;ADACCBA 
Pokrzydowa;Pokrzydowo;Pokrzydowa;ADAAA 
Wybudowania Główczewickiego;Wybudowanie Główczewickie;Wybudowanie Główczewicki;AEBAA CBA 
Łucjanowa;Łucjanowo;Łucjanowa;ADACCAA 
Granicznych Bud;Graniczne Budy;Graniczna Buda;ADACCBA ADAAA 
Lisinieńca;Lisiniec;Lisinieniec;ACACBC 
Potulin;Potuliny;Potulina;ADAAA 
Kolonii Prawiednik;Kolonia Prawiedniki;Kolonia Prawiednik;ADACBAA ACABBA 
Pod Mątawą;Pod Mątawą;Poda Mątawa;ADAAA ADAAA 
Osiedla Górnego;Osiedle Górne;Osiedle Górny;BDA CAB 
Chlastonia;Chlastoń;Chlastonia;ADACBAA 
Pod Cerkwicę;Pod Cerkwicę;Poda Cerkwica;ADAAA ADACABB 
Ćwierdzina;Ćwierdzin;Ćwierdzina;ADAAA 
Kolonii Górnych Korabnik;Kolonia Górne Korabniki;Kolonia Górny Korabnik;ADACBAA AAEC ABAC 
Żabcza;Żabcze;Żabcz;ACACBBA 
Bobków;Bobki;Bobek;ACABBA 
Oreniczek;Oreniczki;Oreniczka;ADAB 
Pierzwina;Pierzwin;Pierzwina;ADAAA 
Korsakowa;Korsaków;Korsakowa;CAB 
Sycowej Huty;Sycowa Huta;Sycowa Hut;CAB ACAAAAA 
Zadziela Małego;Zadziele Małe;Zadziel Mały;AAABCA CAB 
Skobielowa;Skobielów;Skobielowa;CAB 
Dziećkowic-Jazdu;Dziećkowice-Jazd;Dziećkowica-Jazd;ADACABB ACAAAAA 
Osiedla księdza Domańskiego;Osiedle księdza Domańskiego;Osiedle ksiądz Domański;BDA AAAEB CBA 
Na Zagumniu;Na Zagumniu;Ne Zagumnie;AEBAA AEBAA 
Błaków;Błaki;Błak;ACABBA 
Kiedosów;Kiedosy;Kiedos;ACAAAAA 
Małego Płaszowa;Mały Płaszów;Mały Płaszowa;CAB ADACCAA 
Kolonii Karsznic;Kolonia Karsznice;Kolonia Karsznica;ADACBAA ADACABB 
