Dopełniacz;Mianownik
Przęsina;Przęsin
Idzikowa;Idzików
Sętala;Sętal
Herbertowa;Herbertów
Wilanowa Wysokiego;Wilanów Wysoki
Pasymia PKStacji;Pasym Stacja PKP
Radziuszek;Radziuszki
Krzywos;Krzywosy
Wolicy Koziej;Wolica Kozia
Orzoła;Orzoł
Kawulonki;Kawulonka
Chomiaków;Chomiaki
Siwej Gliny;Siwa Glina
Woli Głupickiej;Wola Głupicka
Zaręby Góręb LeśnGór;Zaręby Góry Leśne
Staczy;Stacze
Szklarki Radnickiej;Szklarka Radnicka
Kolonii Starego Tomyśla;Kolonia Stary Tomyśl
Zagruszan;Zagruszany
Żabiej Wólki;Żabia Wólka
Grabczyn;Grabczyny
Świdówki;Świdówka
Nowego Kębłowa;Nowe Kębłowo
Kolonii Głaniszewa;Kolonia Głaniszew
Zdzieci Starych;Zdzieci Stare
Grabczyny;Grabczyna
Ruska Wielkiego;Rusek Wielki
Gaczkowic;Gaczkowice
Lusin;Lusiny
Rdutowa;Rdutów
Stepnej;Stepna
Kadzic;Kadzice
Nożyczyna;Nożyczyn
Nortu;Nort
Kowali Drugiej;Kowala Druga
Grąbnicy;Grąbnica
Nor;Nory
Kolonii Osiek;Kolonia Osieki
Bieniowni;Bieniownia
U Młyna;U Młyna
Strzałowa;Strzałowo
Głobieńszczówki;Głobieńszczówka
Czemsza;Czemsz
Taszewa;Taszewo
Koziebród;Koziebrody
Ojcówka;Ojcówek
Lusiny;Lusina
Osieka Dużego;Osiek Duży
Kłębowca;Kłębowiec
Młynarczykówki;Młynarczykówka
Zybiszowa;Zybiszów
Trębek;Trębki
Higieniewa;Higieniewo
Włosienicy Górnej;Włosienica Górna
Lutobroku;Lutobrok
Żelazowic;Żelazowice
Opalewa;Opalewo
Rudy Młyna;Ruda Młyn
Wólki Ulowskiej;Wólka Ulowska
Starej Słupi;Stara Słupia
Kopaczysk;Kopaczyska
Cichmiany Brzezia;Cichmiana Brzezie
Zaryckiego;Zaryckie
Wysrowka;Wysrowek
Małgowa Kolonii;Małgów Kolonia
Jałowego Rogu;Jałowy Róg
Ociaskowa;Ociaskowo
Kalwarii Zebrzydowskiej;Kalwaria Zebrzydowska
Na Stację;Na Stację
Huty Parceli;Huta Parcele
Kolonii Węgry;Kolonia Węgra
Rasząga;Rasząg
Budy Stalowskiej;Buda Stalowska
Rdzowa;Rdzów
Grochów Łętownicy;Grochy Łętownica
Radziei Witów;Radzieje Wity
Witoszowa Dolnego;Witoszów Dolny
Uniejewa;Uniejewo
Lizoniów;Lizonie
Kolonii Żerdna;Kolonia Żerdno
Matułówki;Matułówka
Ostrołęki;Ostrołęka
Osiedla Skarpa;Osiedle Skarpa
Jonieńca Kolonii;Joniec Kolonia
Józefówki;Józefówka
Niewistki;Niewistka
Gajówki Rudy;Gajówka Ruda
Zabuża;Zabuże
Ostrowa Kolonii;Ostrów Kolonia
Zuzałki;Zuzałka
Nastolina;Nastolin
Starego Poskwitowa;Stary Poskwitów
Kolonii Czerwonki;Kolonia Czerwonka
Godzieb;Godzieby
Smykałów;Smykały
Tarchalskich;Tarchalskie
Szczekarzowa;Szczekarzów
Sobiałkowa;Sobiałkowo
Anteczkowa;Anteczków
Chrościna;Chrościn
Michrówka;Michrówek
Osieków;Osieki
Siecienia;Siecień
Goruszki;Goruszka
Kwitajn Wielkich;Kwitajny Wielkie
Podskalan;Podskalany
Brzeziaków;Brzeziaki
Osieki;Osieka
Dzięciar;Dzięciary
Zielenina;Zielenin
Dębochy;Dębocha
Goruszek;Goruszki
Kolonii Bełcznej;Kolonia Bełczna
Poddziela;Poddziele
Parceli Jakubowskich;Parcele Jakubowskie
Otoku;Otok
Do Plowów;Do Plowów
Niegowa;Niegowo
Bernatki;Bernatka
Bełwina;Bełwin
Osiczyny;Osiczyna
Nasiegniewa;Nasiegniewo
Pyskłów;Pyskły
Księżyków;Księżyki
Klaklewa;Klaklewo
Kolonii Szumowa;Kolonia Szumowo
Kralówki;Kralówka
Sutkowa;Sutków
Szczytników Parceli;Szczytniki Parcele
Wieścicic;Wieścice
Dupaków;Dupaki
Laseczna Małego;Laseczno Małe
Jelni;Jelnia
Strzeszkowic Dużych Drugich;Strzeszkowice Duże Drugie
Witowa;Witów
Ciechocinka;Ciechocinek
Za Sanoczkiem;Za Sanoczkiem
Czarnostowa Polesia;Czarnostów Polesie
Zimnej Brzeźnicy;Zimna Brzeźnica
Osiedla Wroniej;Osiedle Wronia
Tułowic Małych;Tułowice Małe
Gór Gorzkowskich;Góry Gorzkowskie
Kolonii Orła;Kolonia Orło
Pod Dziwiem;Pod Dziwiem
Lemierzycka;Lemierzycko
Wielkiego Krza;Wielki Kierz
Rzędzian;Rzędziany
Starej Kłonny;Stara Kłonna
Gorzałkowa;Gorzałków
Sukowatego;Sukowate
Lepaka;Lepak
Babienieńca;Babieniec
Woźnik Paklew;Woźniki Paklewy
Budy Tuszowskich;Buda Tuszowskie
Szarzewa;Szarzewo
Kalini;Kalinie
Królewca;Królewiec
Abisyni;Abisynia
Koło Młyna;Koło Młyna
Depczyka;Depczyk
Kolonii Kuków Folwarkowa;Kolonia Kuków Folwark
Zapotocy;Zapotoce
Józefowa Widawskiego;Józefów Widawski
Pił;Piły
Starych Osad;Stare Osady
Osnówki;Osnówka
Przedzienikówki;Przedzienikówka
Nadodrza;Nadodrze
Borzymowa;Borzymów
Nowych Paprockich Holendrów;Nowe Paprockie Holendry
Wieprznicy;Wieprznica
Kolonii Zakalewa;Kolonia Zakalew
Głobikowej;Głobikowa
Jakimów;Jakimy
Chrustowa;Chrustowo
Piły;Piła
Nowego Bieżanowa;Nowy Bieżanów
Gazdówki;Gazdówka
Budek Podkońcarskich;Budki Podkońcarskie
Malinówki Małej;Malinówka Mała
Dymakowej;Dymakowa
Talasków;Talaski
Boisk;Boiska
Kolonii na Błotach;Kolonia na Błotach
Sporysza;Sporysz
Sadlinek;Sadlinki
Mostowlan;Mostowlanie
Belcikówki;Belcikówka
Książa Małego;Książ Mały
Białoboru;Białobór
Lutogniewia;Lutogniew
Żukowa Kolonii;Żuków Kolonia
Kulesz Chobotek;Kulesze Chobotki
Żenichowa;Żenichów
Nadedworu;Nadedwór
Krzywia Załszyna;Krzywie Załszyn
Jelmia;Jelmie
Gostyczyna;Gostyczyn
Zakupia;Zakupie
Polekarcicic;Polekarcice
Witoszyna;Witoszyn
Ulmanów Dużych;Ulmany Duże
Borecznicy;Borecznica
Bęczkowic;Bęczkowice
Pęszyna Dużego;Pęszyno Duże
Lestkówka;Lestkówko
Suchej Dolnej;Sucha Dolna
Różnego Dębu;Różny Dąb
Radakowic;Radakowice
Starego Olkusza;Stary Olkusz
Gładkiego za Potokiem;Gładkie za Potokiem
Malewszowa;Malewszów
Wyżegi;Wyżega
Kołodziejewa;Kołodziejewo
Porębu;Poręb
Muckowa;Mucków
Za Trzosem;Za Trzosem
Wandzina;Wandzin
Rzęgnowa;Rzęgnowo
Rumunek Nadroskich;Rumunki Nadroskie
Jarczechowa;Jarczechowo
Różewca;Różewiec
Kolonii Izbiszcza;Kolonia Izbiszcze
Racławic;Racławice
Kędziego;Kędzierowski
Ryneku;Rynek
Mikołajewszczyzny;Mikołajewszczyzna
Janczyków;Janczyki
Konopek Piasków;Konopki Piaski
Osienników;Osienniki
Źródeł Dużych;Źródła Duże
Księżej Części;Księża Część
Ramutowa;Ramutowo
Czubina;Czubin
Głuchej Puszczy;Głucha Puszcza
Kleszczewa;Kleszczewo
Pasów;Pasy
Zdziłowic Pierwszych;Zdziłowice Pierwsze
Jawidza;Jawidz
Gutowa Odbudowania;Gutów Odbudowania
Zalaska;Zalasek
Darnawy;Darnawa
Chochołu;Chochół
Kolonii Santocka;Kolonia Santocko
Pod Topolą;Pod Topolą
Wkry;Wkra
Bytomki;Bytomka
Nowego Wawra;Nowy Wawer
Garnowa;Garnowo
Żaganieńca;Żaganiec
Kaczeńców;Kaczeńce
Proszówka;Proszówek
Drążna Kolonii;Drążno Kolonia
Podkościółka;Podkościółek
Pawlusów;Pawlusy
Pod Brzezinami;Pod Brzezinami
Parzyna Młyna;Parzyn Młyn
Machor;Machory
Mileszek;Mileszki
Gulcza;Gulcz
Gotartowa;Gotartów
Kolonii Nowodworów;Kolonia Nowodwory
Dworu Chobielin;Dwór Chobielin
Cygowa;Cygów
Szpic Chojnowa;Szpice Chojnowo
Stryszawy;Stryszawa
Elewatora;Elewator
Starego Kraszewa;Stary Kraszew
Płazy;Płaza
Rozłazinka;Rozłazinko
Buntowa;Buntowo
Ćmokówki;Ćmokówka
Dumbela;Dumbel
Woli Polewnej;Wola Polewna
Bzianki Górnej;Bzianka Górna
Grządzielówki;Grządzielówka
Leszkiemi;Leszkiemie
Rzecka;Rzeck
Kobierzyna;Kobierzyn
Szaszorowic;Szaszorowice
Kobióra;Kobiór
Bądkowa Kościelnego;Bądkowo Kościelne
Jezierzyc;Jezierzyce
Pszczółczyna;Pszczółczyn
Hubinka;Hubinek
Babiej;Babia
Gorylki Kosarzyskiej;Gorylka Kosarzyska
Babia;Babie
Grzmięcy;Grzmięca
Podzagacia;Podzagacie
Węgorzyc;Węgorzyce
Babina;Babin
Tarnowskiego Młyna;Tarnowski Młyn
Wiergranieńca;Wiergraniec
Krzeszowa Dolnego;Krzeszów Dolny
Pianowa Folwarku;Pianowo Folwark
Kraśnika Górnego;Kraśnik Górny
Włoszczówki;Włoszczówka
Pelusiówki;Pelusiówka
Osowa Wybudowania;Osowo Wybudowanie
Zofianki Folwarku;Zofianka Folwark
Na Zielonym;Na Zielonym
Kłocka;Kłocko
Ruczaju;Ruczaj
Kolonii Sobótki;Kolonia Sobótka
Dużych Domacyn;Duże Domacyny
Falentyna;Falentyn
Wilkowa Polskiego;Wilkowo Polskie
Rynsztu;Rynszt
Brzonów;Brzony
Okopanek;Okopanki
Wdowina Kolonii;Wdowin Kolonia
Chotynia;Chotyń
Labrów;Labry
Jabłoni Markowiąt;Jabłoń Markowięta
Łanów;Łany
Olbrachtówka;Olbrachtówko
Brzozówki Folwarcznej;Brzozówka Folwarczna
Stobnicy Piły;Stobnica Piła
Słotwiny na Górkach;Słotwina na Górkach
Kolonii Suleji Pierwszych;Kolonia Suleje Pierwsze
Nowych Lutoborów;Nowe Lutobory
Oraczewa;Oraczew
Zaklika;Zaklik
Sławic Szlacheckich;Sławice Szlacheckie
Kubińców;Kubińce
U Nieckuli;U Nieckuli
Ostrowa Leśniczówki;Ostrów Leśniczówka
Jerzykowic Małych;Jerzykowice Małe
Sieraków;Sieraki
Koszorka;Koszorek
Białotarska;Białotarsk
Starej Jani;Stara Jania
Starego Jasienieńca;Stary Jasieniec
Dalachówki;Dalachówka
Starego Wincentowa;Stary Wincentów
Wrzeszcza;Wrzeszcz
Szmelty;Szmelta
Sobień Kiełczewskich Drugich;Sobienie Kiełczewskie Drugie
Kramarzyn;Kramarzyny
Natkowa;Natków
Starkówka;Starkówko
Krzyni;Krzynia
Jankowa Młodzianowa;Jankowo Młodzianowo
Grąblewa Pola;Grąblewo Pole
Strupczewa Małego;Strupczewo Małe
Dolan Dolnych;Dolany Dolne
Makowszczyzny;Makowszczyzna
Tybor Misztal;Tybory Misztale
Krzewia Wielkiego;Krzewie Wielkie
Cerekwicy Starej;Cerekwica Stara
Partułów pod Lisią Górą;Partuły pod Lisią Górą
Nieżywięcia;Nieżywięć
Bud Brzezin;Budy Brzeziny
Izydorowa;Izydorów
Odbudowania Słocina;Odbudowanie Słocin
Podkamycza;Podkamycze
Mórkowic;Mórkowice
Kowalewa Dużego;Kowalewo Duże
Pod Bieniatką;Pod Bieniatką
Mętowa;Mętów
Strzegowa Górnego;Strzegowo Górne
Kozubów Parceli;Kozuby Parcela
Piasków Królewieckich;Piaski Królewieckie
Fyrszta;Fyrszt
Drachowa;Drachowo
Wróżew;Wróżewy
Gorzysławia;Gorzysław
Unikowa Kapitulnego;Uników Kapitulny
Cholewianki;Cholewianka
Ewelinowa;Ewelinów
Brodów Maliny;Brody Malina
Ołowskich;Ołowskie
Osieka Łużyckiego;Osiek Łużycki
Wierzbięcin Kolona PierwszKolonii;Wierzbięcin Kolonia Pierwsza
Kątów Węgierskich;Kąty Węgierskie
Dębna Królewskiego;Dębno Królewskie
Rypinka;Rypinek
Okrajków;Okrajki
Szczura;Szczur
Balizakowej;Balizakowa
Niedanowa;Niedanów
Kitnowa;Kitnowo
Derczewka;Derczewko
Kolonii Strzegomka;Kolonia Strzegomek
Anielina Górnego;Anielin Górny
Kolonii Kwietnika;Kolonia Kwietnik
Zezulina Drugiego;Zezulin Drugi
Ormówki;Ormówka
Doborów;Dobory
Rutek Nowych;Rutki Nowe
Czernychowca;Czernychowiec
Dzięgielowa;Dzięgielów
Skawiec;Skawce
Smogorza;Smogorze
Jadwichny;Jadwichna
Kolonii Strzeniówki;Kolonia Strzeniówka
Demlina;Demlin
Nowych Dąbi;Nowe Dąbie
Pieńczykówka;Pieńczykówek
Nadlipia;Nadlipie
Szludrona;Szludron
Tucznawy;Tucznawa
Kobiernic Dolnych;Kobiernice Dolne
Musiejówki;Musiejówka
Osieczny;Osieczna
Smylowskiej Góry;Smylowska Góra
Zbrzeżnicy;Zbrzeżnica
Maszowa;Maszów
Osieczna;Osieczno
Snowidzy;Snowidza
Osiedla Parkowa Drugie;Osiedle Parkowa Drugie
Rogalic;Rogalice
Bietowa;Bietowo
Strojkowa;Strojków
Piaśnika;Piaśnik
Podborku;Podborek
Karazjaka;Karazjak
Topolic;Topolice
Jajaków Podlasu;Jajaki Podlas
Leśnej Polany;Leśna Polana
Trzebieszowic;Trzebieszowice
Wybudowania pod Cerkwicę;Wybudowanie pod Cerkwicę
Pod Obrazowem;Pod Obrazowem
Siekierek Małych;Siekierki Małe
Czerniaka;Czerniak
Małus Małych;Małusy Małe
Gronia Wyżniego;Groń Wyżni
Wichrowa;Wichrowo
Morawinka;Morawinek
Kolonii Nadwiślańskiej;Kolonia Nadwiślańska
Małych Raczek;Małe Raczki
Kąpina Dolnego;Kąpino Dolne
Targówki Poduchownej;Targówka Poduchowna
Bożewa Szlacheckiego;Bożewo Szlacheckie
Kolonii Płocochowa;Kolonia Płocochowo
Rajska;Rajsko
Osiedla Piasków;Osiedle Piaski
Dołów Michałowskich;Doły Michałowskie
Łazowej Drogi;Łazowa Droga
Chłaniówka;Chłaniówek
Kicina;Kicin
Wschowy;Wschowa
Brzózki;Brzózka
Jabłeczników;Jabłeczniki
Parszczenicy Leśnictwa;Parszczenica Leśnictwo
Rzymu;Rzym
Brzózek;Brzózki
Orlanki;Orlanka
Wesołego Miasteczka;Wesołe Miasteczko
Rypienicy;Rypienica
Nowego Barcika;Nowy Barcik
Olszówki Górnej;Olszówka Górna
Podżydowa;Podżydów
Pułapek;Pułapki
Sarbi Majątku;Sarbia Majątek
Rumunek Ligowskich;Rumunki Ligowskie
Stęgwicy;Stęgwica
Widowa;Widów
Soszyna Zaderków;Soszyn Zaderki
Potworowa;Potworów
Annowa;Annowo
Jankowych;Jankowy
Włochów Leśniczówki;Włochy Leśniczówka
Podlewkowia;Podlewkowie
Łobodna;Łobodno
Przeciszewa;Przeciszewo
Łękuka Wielkiego;Łękuk Wielki
Jankowy;Jankowa
Krejwińcniec;Krejwińce
Kołaków Małych;Kołaki Małe
Bielaków;Bielaki
Jankowa;Jankowo
Rekowa;Rekowo
Banachówki;Banachówka
Sólcy;Sólca
Pęplinka;Pęplinko
Poczekaja;Poczekaj
Gierlachów;Gierlachy
Toczysk Podbornych;Toczyski Podborne
Łysego;Łysy
Starego Kopca;Stary Kopiec
Chyliczek;Chyliczki
Łysej;Łysa
Przybyradza;Przybyradz
Łysych;Łyse
Teresin;Teresiny
Trzaskowic;Trzaskowice
Siemiątkowa Kosm;Siemiątkowo Kosmy
Tarnowej;Tarnowa
Grondzika;Grondzik
Starych Depułtycz;Stare Depułtycze
Piasków Starowiejskich;Piaski Starowiejskie
Starego Mostu;Stary Most
Kocięby;Kocięba
Pszowa;Pszów
Szeperii;Szeperia
Czternastki;Czternastka
Pcinolasu;Pcinolas
Starego Kazanowa;Stary Kazanów
Nowoci;Nowoć
Osiedla Centrum;Osiedle Centrum
Zaosia Bronisławowa;Zaosie Bronisławów
Żegrza;Żegrze
Dziśnit;Dziśnity
Kosakowca;Kosakowiec
Cichostowa;Cichostów
Orchowa Dolnego;Orchowo Dolne
Łajskiego;Łajski
Kruka Leśniczówki;Kruk Leśniczówka
Teresiny;Teresina
Hubki;Hubka
Kozołup;Kozołupy
Czarkowego Grądu;Czarkowy Grąd
Prusimia;Prusim
Kolanówki;Kolanówka
Kolonii Brzezia;Kolonia Brzezie
Kobyłek;Kobyłki
Kolonii Starego Borku;Kolonia Stary Borek
Madajów Nowych;Madaje Nowe
Kobyłki;Kobyłka
Kluczników;Kluczniki
Zmyślonej Słupskiej;Zmyślona Słupska
Sowinek;Sowinki
Kolonii Więsławskiej;Kolonia Więsławska
Sowinka;Sowinko
Lednicy;Lednica
Kropnicy;Kropnica
Kolonii Dąbrówki;Kolonia Dąbrówka
Konsulki;Konsulka
Jezierskiej Drogi;Jezierska Droga
Kaczynieńca;Kaczyniec
Pasieki Wałowskiej;Pasieka Wałowska
U Gołego;U Gołego
Kluszkowiec;Kluszkowce
Czechynia;Czechyń
Strożęcina;Strożęcin
Wierzbki;Wierzbka
Jańciówki;Jańciówka
Grabnej;Grabna
Osiedla Szymanowskiego;Osiedle Szymanowskiego
Pecek;Pecki
Starych Miedz;Stare Miedze
Nowych Łozic;Nowe Łozice
Kolonii Wyłudek;Kolonia Wyłudki
Kolonii Jasek;Kolonia Jaski
Gołębiowa Wójtostwa;Gołębiów Wójtostwo
Rudlic;Rudlice
Dubielna;Dubielno
Łąkcicy;Łąkcica
Bałdygówka;Bałdygówko
Małkini Małej;Małkinia Mała Przewóz
Zarajca;Zarajec
Kopanek;Kopanki
Motorzyn;Motorzyny
Leśniewic Małych;Leśniewice Małe
Studzianego Lasu;Studziany Las
Kałek;Kałki
Kosarzysk;Kosarzyska
Wądola;Wądole
Krzyżowników;Krzyżowniki
Piasków Morąskich;Piaski Morąskie
Nowych Prus;Nowe Prusy
Kosarzyska;Kosarzysko
Piechoty;Piechota
Tanicy Górnej;Tanica Górna
Osicówki;Osicówka
Działów Czarnowskich;Działy Czarnowskie
Garczyna Dużego;Garczyn Duży
Starych Olszyn;Stare Olszyny
Głodnego Kawenczynka;Głodny Kawenczynek
Dziekcza;Dziekcz
Olszańcniec;Olszańce
Muraszkowa;Muraszków
Lubini Małej;Lubinia Mała
Marianki Folwarku;Marianka Folwark
Czochań Góry;Czochanie Góra
Krzesowa;Krzesowo
Szablewa;Szablewo
Palecznika;Palecznik
Kraśniewka;Kraśniewko
Grochowa Szlacheckiego;Grochów Szlachecki
Kolonii Żłobka;Kolonia Żłobek
Podwyrębu;Podwyrąb
Ruptawca;Ruptawiec
Osiedla Leśnej Doliny;Osiedle Leśna Dolina
Budlewa;Budlewo
Wybudowania Dworcowego;Wybudowanie Dworcowe
Wróbli;Wróble
Dryszczowa;Dryszczów
Storkowa;Storkowo
Marianowa;Marianowo
Wierutna;Wierutno
Gielówek;Gielówki
Barbarzaków;Barbarzaki
Osiedla Północy III;Osiedle Północ II
Huty Brudzkiej;Huta Brudzka
Suchodołu Wielkiego;Suchodół Wielki
Skowron;Skowrony
Podbielka;Podbielek
Strzęciwilków;Strzęciwilki
Mierkiennik;Mierkienniki
Tworylnego;Tworylne
Siómówki;Siómówka
Radziwia;Radziwie
Sieczkowa;Sieczków
Rąpic;Rąpice
Biadacza;Biadacz
Kraszewka;Kraszewek
Leszczynka;Leszczynko
Okalic;Okalice
Osiedla Wysockiego;Osiedle Wysockiego
Biedkowa;Biedkowo
Leszczynek;Leszczynki
Gnacików;Gnaciki
Kościerzyna;Kościerzyn
Gościeńczyczyc;Gościeńczyce
Kadłubskiej Woli;Kadłubska Wola
Leszczynki;Leszczynka
Polajn;Polajny
Piniowa;Piniowo
Kolonii Łabędnika Dużego;Kolonia Łabędnik Duży
Biedowej;Biedowa
Chruśliny;Chruślina
Młynnika;Młynnik
Biedowa;Biedowo
Ślisek;Śliski
Młynówki;Młynówka
Skumrosa;Skumros
Kolonii Bięcina;Kolonia Bięcino
Dołżyna;Dołżyn
Suliradzic nad Stawami;Suliradzice nad Stawami
Ciągowic;Ciągowice
Węgli Żukowa;Węgle Żukowo
Kolonii Chebdzia;Kolonia Chebdzie
Choćmirówka;Choćmirówko
Dutrowa;Dutrów
Białej Straży;Biała Straż
Turzyńskiej Kolonii;Turzyńska Kolonia
Kolonii Kościerzyna;Kolonia Kościerzyn
Samborowa;Samborów
Wandopola;Wandopol
Łażan;Łażany
Nowej Kępy Bieniewskiej;Nowa Kępa Bieniewska
Lenna Zamku;Lenno Zamek
Drabinki;Drabinka
Nowego Szkotowa;Nowe Szkotowo
Szczepanowa Leśnego;Szczepanowo Leśne
Kolonii Partyzantów;Kolonia Partyzantów
Stawiszy;Stawisza
Małego Modlęcina;Mały Modlęcin
Sepnego;Sepne
Ciułówki;Ciułówka
Do Pali;Do Pali
Jatutowa;Jatutów
Nawoza;Nawóz
Skrzynic Pierwszych;Skrzynice Pierwsze
Żanecina;Żanecin
Kozinioków;Kozinioki
Wiercin;Wierciny
Podjeziora;Podjezioro
Kozianki;Kozianka
Kalennego;Kalenne
Podjałowca;Podjałowiec
Starej Mizerki;Stara Mizerka
Słobody;Słoboda
Wysucki;Wysucka
Skalimowa;Skalimowo
Głożyn;Głożyny
Mąkolina;Mąkolin
Gąsówki;Gąsówka
Kolonii Mielna;Kolonia Mielno
Lasów;Lasy
Opala;Opal
Józefatowa;Józefatowo
Czyżeminka Drugiego;Czyżeminek Drugi
Radostowa Średniego;Radostów Średni
Podlipinia;Podlipinie
Taborca;Taborzec
Skidlewa;Skidlewo
Konieck Małych;Koniecki Małe
Opasu;Opas
Parceli Grząd;Parcela Grzędy
Korytkowa Małego;Korytków Mały
Popardowej Niżnej;Popardowa Niżna
Duchny;Duchna
Wieliszewa Kolonii;Wieliszew Kolonia
Łowiczek Pańskich;Łowiczki Pańskie
Kwartałów;Kwartały
Albanii;Albania
Łatanej Małej;Łatana Mała
Ciupkowa;Ciupkowo
Pieniążkowa;Pieniążkowo
Rybic;Rybice
Bogusławówowa;Bogusławów
Topieli;Topiel
Adamowej Góry;Adamowa Góra
Bobrowskiej Woli;Bobrowska Wola
Wyszczyczka;Wyszczyczek
Mroczkowa Gościnnego;Mroczków Gościnny
Linek;Linki
Wybudowania Kowalickiego;Wybudowanie Kowalickie
Małachówki;Małachówka
Płachetek;Płachetki
Kolonii Kozienieńca;Kolonia Kozieniec
Płosiny Górnej;Płosina Górna
Ciecierówki;Ciecierówka
Paramy;Parama
Górzka;Górzko
Młyna Dolnego;Młyn Dolny
Łowiguza;Łowiguz
Szypłowa;Szypłów
Sokolinieńca;Sokoliniec
Osiedla Sienkiewicza;Osiedle Sienkiewicza
Zieleniewa;Zieleniew
Warnic;Warnice
Nowej Chotczy;Nowa Chotcza
Mieszałek;Mieszałki
Zamruczka;Zamruczek
Krępic;Krępice
Nosowa Kolonii;Nosów Kolonia
Korzenichy;Korzenicha
Środoniówki;Środoniówka
Krępicy;Krępica
Strzelec Klasztornych;Strzelce Klasztorne
Lechowa;Lechów
Bydgoszczy Wschodu;Bydgoszcz Wschód
Byłyczka;Byłyczek
Lasek Dąbrowy;Laski Dąbrowa
Nowej Sarzyny;Nowa Sarzyna
Grudzyn;Grudzyny
Bienduszki;Bienduszka
Kwiatkowa;Kwiatków
Pająkowej;Pająkowa
Koziej Nogi;Kozia Noga
Podlesiska;Podlesisko
Osiedla Grudziądzkiego;Osiedle Grudziądzkie
Byliczek;Byliczki
Kolonii Moniuszeczek;Kolonia Moniuszeczki
Lulina;Lulin
Górniaka;Górniak
Prawęcina;Prawęcin
Jarugowa;Jarugów
Przy Granicy;Przy Granicy
Dominowa;Dominowo
U Linii;U Linii
Kiełbaski;Kiełbaska
Szczurków;Szczurki
Kępinki;Kępinka
Rzepiennika Suchego;Rzepiennik Suchy
Rzymskiego Folwarku;Rzymski Folwark
Kolonii Suska Nowego;Kolonia Susk Nowy
Skarbiszowa;Skarbiszów
Kiełbasek;Kiełbaski
Draminka;Draminek
Banotu;Banot
Rydzówki;Rydzówka
Na Tarnawie;Na Tarnawie
Michowa;Michowo
Dąbrowy Człuchowskiej;Dąbrowa Człuchowska
Sulkowa Rzecznego;Sulkowo Rzeczne
Kolonii Błotnicy;Kolonia Błotnica
Kowalęcza;Kowalęcz
Ratyczowa;Ratyczów
Małoszyc;Małoszyce
Pieńkniek Radziejowickich;Pieńki Radziejowickie
Wietrzychowa;Wietrzychowo
Słokowa;Słoków
Kępy Lubawskiej;Kępa Lubawska
Jelicy;Jelica
Osiedla Sobieskiego;Osiedle Sobieskiego
Jakunowskiej Góry;Jakunowska Góra
Szarłaty;Szarłata
Borysławic Kościelnych;Borysławice Kościelne
Przeczniowa;Przeczniów
Reszek;Reszki
Wólki Przedmieścia;Wólka Przedmieście
Płosiny Dolnej;Płosina Dolna
Turoniówki;Turoniówka
Osiedla im. T. Kotarbińskieg;Osiedle im. T. Kotarbińskiego
Tomaszowa Mazowieckiego;Tomaszów Mazowiecki
Nalikajm;Nalikajmy
Osiedla Tuwima;Osiedle Tuwima
Chmieli Pogorzeli;Chmiele Pogorzele
Brzegów;Brzegi
Rogierówka;Rogierówko
Woli Osowińskiej;Wola Osowińska
Ruskówki;Ruskówka
Gródczanek;Gródczanki
Zofii;Zofia
Miejskich Nowin;Miejskie Nowiny
Kolonii Wólki Abramowickiej;Kolonia Wólka Abramowicka
Raciborowic;Raciborowice
Rudniczka;Rudniczek
Ziemianinów;Ziemianiny
Matysówki;Matysówka
Osiecka;Osiecko
Suchej Woli;Sucha Wola
Rogit;Rogity
Hawryłek;Hawryłki
Udrycz Woli;Udrycze Wola
Czernikowa;Czerników
Klimalówki Dolnej;Klimalówka Dolna
Radzynia Wsi;Radzyń Wieś
Lednicy Dolnej;Lednica Dolna
Pierkowskich;Pierkowskie
Karpierzowej;Karpierzowa
Parłowic;Parłowice
Małych Bajdów;Małe Bajdy
Szuci;Szuć
Olszamowic;Olszamowice
Zalezianki Dolnej;Zalezianka Dolna
Biernatówka;Biernatówek
Krasiczyna;Krasiczyn
Prątni;Prątnia
Dąbka Jankowa;Dąbek Jankowo
Kolonii Podsusza;Kolonia Podsusze
Przykony;Przykona
Kolonii Huszczy Pierwszej;Kolonia Huszcza Pierwsza
Pilawy;Pilawa
Prątnika;Prątnik
Kowalewiczek;Kowalewiczki
Przytuków;Przytuki
Grabaszówki;Grabaszówka
Drahimka;Drahimek
Trojanówka;Trojanówek
Wypęku;Wypęk
Małych Zań;Małe Zanie
Rybienia;Rybień
Łopusznej Górnej;Łopuszna Górna
Kiersnowa;Kiersnowo
Zalesia Krasieńskiego;Zalesie Krasieńskie
Pantalowic Dolnych;Pantalowice Dolne
Tarnawy Krośnieńskiej;Tarnawa Krośnieńska
Bierzwnika;Bierzwnik
Lisewka;Lisewek
Mrogi;Mroga
Połomi Cegielni;Połomia Cegielnia
Choszczewki;Choszczewka
Koło Kałuży;Koło Kałuży
Sambodzia;Sambodzie
Nowego Grzybowa;Nowy Grzybów
Ręszowa;Ręszów
Przedmieścia Szczebrzeszyńskiego;Przedmieście Szczebrzeszyńskie
Zarzecza Łukowskiego;Zarzecz Łukowski
Do Stasińców;Do Stasińców
Hub Budzisławskich;Huby Budzisławskie
Goździchowa;Goździchowo
Kolonii Kipar;Kolonia Kipary
Łozowicy;Łozowica
Biedrzychowy;Biedrzychowa
Korhyń;Korhynie
Głazicy;Głazica
Ruszczy Kolonii;Ruszcza Kolonia
