Dopełniacz;Mianownik;Wynik Stemmera
Krzelowa;Krzelów;Krzelowy
Wierzb;Wierzby;Wierzba
Jadwinowa;Jadwinowo;Jadwinowy
Święcienina-Kolonii;Święcienin-Kolonia;Święcienina-Kolonia
Gildnicy;Gildnica;Gildnik
Starego Skórca;Stary Skórzec;Stary Skórca
Bardziejowa;Bardziejów;Bardziejowy
Karsowa;Karsów;Karsowy
Osiedla Tatrzańskiego;Osiedle Tatrzańskie;Osiedle Tatrzański
Kolonii Barczewka;Kolonia Barczewko;Kolonia Barczewka
Wandowa;Wandowo;Wandowy
Witoszyna Dolnego;Witoszyn Dolny;Witoszyna Dolny
Sierowa;Sierowo;Sierowy
Jawora-Kolonii;Jawor-Kolonia;Jawór-Kolonia
Nowej Kaźmierki;Nowa Kaźmierka;Nowy Kaźmierka
Nitek;Nitki;Nitka
Wroninin;Wroniny;Wroninina
Łońska;Łońsko;Łoński
Goszczyna-Wybudowania;Goszczyno-Wybudowanie;Goszczyna-Wybudowanie
Na Dołach;Na Dołach;Ny Dół
Mzurowej;Mzurowa;Mzurowy
Grochowa Drugiego;Grochowo Drugie;Grochowy Drugi
Małej Nawry;Mała Nawra;Mały Nawra
Rzepina;Rzepin;Rzepina
Staniowic;Staniowice;Staniowica
Zadwórcza;Zadwórcze;Zadwórczy
Runowa Sławieńskiego;Runowo Sławieńskie;Runowy Sławieński
Goszczyna;Goszczyn;Goszczyna
Kruplina-Gajówki;Kruplin-Gajówka;Kruplina-Gajówka
Kieci;Kiecie;Kieć
Kuklina;Kuklin;Kuklina
Silic;Silice;Silica
Smólnik Osieckich;Smólniki Osieckie;Smólnik Osiecki
Budek Pierwszych;Budki Pierwsze;Budek Pierwszy
Janiszewka;Janiszewek;Janiszewka
Goliszowa;Goliszów;Goliszowy
Woli Sernickiej;Wola Sernicka-Kolonia;Woli Sernicki
Tatków;Tatki;Tatek
Barzowic;Barzowice;Barzowica
Falęcicic-Woli;Falęcice-Wola;Falęcicica-Wol
Wyżyn-Środka;Wyżyny-Środek;Wyżyna-Środek
Strabli;Strabla;Strable
Lubczy-Wyspy;Lubcza-Wyspa;Lubczy-Wysep
Woli Niemieckiej;Wola Niemiecka;Wol Niemiecki
Zagród Dolnych;Zagrody Dolne;Zagroda Dolny
Wędząc;Wędzące;Wędząc
Woli Stanisławowskiej;Wola Stanisławowska;Wol Stanisławowski
Klwowskiej Woli;Klwowska Wola;Klwowski Wol
Nowej Wrony;Nowa Wrona;Nowy Wron
Nieborowa;Nieborowo;Nieborowy
Zemborzyna-Nowin;Zemborzyn-Nowiny;Zemborzyna-Nowina
Nieborowy;Nieborowa;Nieborowy
Kolonii Piecek;Kolonia Piecki;Kolonia Piecka
Zdanowa;Zdanów;Zdanowy
Krynek Borowych;Krynki Borowe;Krynka Borowy
Barnisławic;Barnisławice;Barnisławica
Majątku-Mrogi;Majątek-Mroga;Majątek-Mrogi
Pustego;Puste;Pusty
Trzchowa;Trzchów;Trzchowy
Pustej;Pusta;Pusty
Garnowa-Parceli;Garnowo-Parcele;Garnowy-Parcela
Smólnik Mostkowskich;Smólniki Mostkowskie;Smólnik Mostkowski
Giżyczek;Giżyczki;Giżyczka
Budy Ruskiej;Buda Ruska;Buda Ruski
Kazamatów;Kazamaty;Kazamat
Kucowa;Kuców;Kucowy
Dębniaków;Dębniaki;Dębniak
Huty Zawadzkiej;Huta Zawadzka;Huty Zawadzki
Woli Stępowskiej;Wola Stępowska;Wol Stępowski
Parceli Łochockich;Parcele Łochockie;Parcela Łochocki
Kolonii Jabłonnej Pierwszej;Kolonia Jabłonna Pierwsza;Kolonia Jabłonny Pierwsza
Wodącej;Wodąca;Wodący
Bagińskich;Bagińskie;Bagiński
Dziepółci;Dziepółć;Dziepółty
Dropia;Drop;Dropia
Kołowrotni;Kołowrotnia;Kołowrotny
Starego Ratowa;Stare Ratowo;Stary Ratowy
Kolonii Ignasina Drugiego;Kolonia Ignasin Drugi;Kolonia Ignasina Drugi
Mariankowa Bankowego;Marianków Bankowy;Mariankowy Bankowy
Potou;Potok;Potou
Budek Żyrowskich;Budki Żyrowskie;Budek Żyrowski
Podbrzózy;Podbrzóza;Podbrzózy
Lisich Gór;Lisie Góry;Lisi Gór
Leśniczówki Grochowiec;Leśniczówka Grochowce;Leśniczówka Grochowiec
Franciszkowa;Franciszkowo;Franciszkowy
Brzeznej-Centrum;Brzezna-Centrum;Brzezny-Centrum
Kolonii Świętna;Kolonia Świętno;Kolonia Świętny
Łasic;Łasice;Łasica
Cibor-Chrzczon;Cibory-Chrzczony;Cibora-Chrzczon
Przedmieścia Poznańskiego;Przedmieście Poznańskie;Przedmieście Poznański
Przeździecka-Lenart;Przeździecko-Lenarty;Przeździecki-Lenarta
Radosnej;Radosna;Radosny
Kolonii Szuminki;Kolonia Szuminka;Kolonia Szuminek
Kolonii Starego Kawkowa;Kolonia Stare Kawkowo;Kolonia Stary Kawkowy
Bud Pod Bonarówką;Budy Pod Bonarówką;Buda Poda Bonarówka
Parchali;Parchale;Parchal
Miejskiej Górki;Miejska Górka;Miejski Górka
Wybudowania Pierwszego;Wybudowanie Pierwsze;Wybudowanie Pierwszy
Nowego Żabienieńca;Nowy Żabieniec;Nowy Żabienieniec
Niedoradza;Niedoradz;Niedoradza
Starych Krąplewic;Stare Krąplewice;Stary Krąplewica
Siekierna-Przedgrabu;Siekierno-Przedgrab;Siekierny-Przedgrab
Mleczar;Mleczary;Mleczara
Woli Podleśnej;Wola Podleśna;Wol Podleśny
Połajewka;Połajewek;Połajewka
Tamtego Konieńca;Tamten Koniec;Tamty Konieniec
Kolonii Malczowa;Kolonia Malczów;Kolonia Malczowy
Ładnego;Ładne;Ładny
Rębiszewa-Zegadeł;Rębiszewo-Zegadły;Rębiszewo-Zegadło
Ładnej;Ładna;Ładny
Czechowa Górnego;Czechów Górny;Czechowy Górny
Otomina Dolnego;Otomino Dolne;Otomin Dolny
Świerży-Kończan;Świerże-Kończany;Świerża-Kończan
Pajągowa;Pajągowo;Pajągowy
Konieńca Wsi;Koniec Wsi;Konieniec Wszy
Nad Drogą;Nad Drogą;Nada Drogi
Olszyn-Kolonii;Olszyny-Kolonia;Olszyna-Kolonia
Zielątkowa;Zielątkowo;Zielątkowy
Łochocina;Łochocin;Łochocina
Skorupów;Skorupy;Skorup
Pustkowia Lgockiego;Pustkowie Lgockie;Pustkowie Lgocki
Kawodrzy Górnej;Kawodrza Górna;Kawodry Górny
Koźlenic;Koźlenice;Koźlenica
Białowód DrugKolonii;Białowody-Kolonia Druga;Białowód DrugKolonia
Połcza Pierwszego;Połcze Pierwsze;Połczy Pierwszy
Niecieczy Włościańskiej;Nieciecz Włościańska;Nieciecz Włościański
Mycielina;Mycielin;Mycielina
Kępna;Kępno;Kępny
Jeziorowskich;Jeziorowskie;Jeziorowski
Kuźnicy Dąbrowskiej;Kuźnica Dąbrowska;Kuźnica Dąbrowski
Poddzwonka;Poddzwonek;Poddzwonko
Staisk;Staiska;Staisko
Zgrzebich;Zgrzebichy;Zgrzebi
Białowieży-Podolan;Białowieża-Podolany;Białowieży-Podolana
Granatów;Granaty;Granat
Berezowa;Berezów;Berezowy
Kormonów;Kormony;Kormon
Szymanowa-Klasztoru;Szymanów-Klasztor;Szymanowy-Klasztor
Juliuszówka;Juliuszówek;Juliuszówka
Do Gustyniaka;Do Gustyniaka;Dy Gustyniak
Trestna;Trestno;Trestna
Wiechetek Małych;Wiechetki Małe;Wiechetka Mały
Ku Portowi;Ku Portowi;Ky Portowy
Osiedla Tomasza Rogali;Osiedle Tomasza Rogali;Osiedle Tomasz Rogal
Przydworzyc;Przydworzyce;Przydworzyca
Nowej Wsi;Nowa Wieś-Repki;Nowej Wszy
Brukowa;Brukowo;Brukowy
Górki Falborskiej;Górka Falborska;Górka Falborski
Klarni;Klarnia;Klarny
Wybranowa-Hub;Wybranowo-Huby;Wybranowy-Hub
Szczawina Borowego;Szczawin Borowy-Kolonia;Szczawina Borowy
Krza Radzikowskiego;Kierz Radzikowski;Krz Radzikowski
Kolonii Malawicz Dolnych;Kolonia Malawicze Dolne;Kolonia Malawicz Dolny
Kolonii Łazów Małych;Kolonia Łazy Małe;Kolonia Łaz Mały
Małego Fajewa;Małe Fajewo;Mały Fajewa
Wężewa;Wężewo;Wężewa
Granowic;Granowice;Granowica
Niekras;Niekrasy;Niekrasa
Białoróg;Białorogi;Białoróg
Goląszy Górnej;Goląsza Górna;Goląszy Górny
Przysiecza;Przysiecz;Przysiecze
Chmielkowa;Chmielkowo;Chmielkowy
Bajów;Baje;Baj
Zelowej;Zelowa;Zelowy
Brzozowa-Chrzczon;Brzozowo-Chrzczony;Brzozowy-Chrzczon
Starego Bystrego;Stare Bystre;Stary Bystry
Janowa Leśnego;Janowo Leśne;Janowy Leśny
Łosiów;Łosie;Łoś
Dubowa Drugiego;Dubowo Drugie;Dubowy Drugi
Berskiego;Berskie;Berski
Osiedla Poniatowskiego;Osiedle Poniatowskiego;Osiedle Poniatowski
Cieszeni;Cieszenie;Cieszony
Działek Leśnych;Działki Leśne;Działek Leśny
Bliznego Łaszczyńskiego;Blizne Łaszczyńskiego;Blizny Łaszczyński
Nowego Gutowa;Nowy Gutów;Nowy Gutowy
Nieleszczy;Nieleszcze;Nieleszcz
Masłowa;Masłów;Masłowy
Kozłowa;Kozłów;Kozłowy
Ogorzela;Ogorzele;Ogorzela
Regnów;Regny;Regnum
Orzechowicz;Orzechowicze;Orzechowicz
Zagub;Zaguby;Zaguba
Pod Kępkami;Pod Kępkami;Poda Kępek
Prząsławia;Prząsław;Prząsławie
Kolonii Lipieckiej;Kolonia Lipiecka;Kolonia Lipiecki
Wólki Łęczeszyckiej;Wólka Łęczeszycka;Wólka Łęczeszycki
Chełmna-Kolonii;Chełmno-Kolonia;Chełmny-Kolonia
Posady Zarszyńskiej;Posada Zarszyńska;Posad Zarszyński
Bańdurów;Bańdury;Bańdur
Gór Brzezin;Góry Brzeziny;Gór Brzezina
Rzyc;Rzyce;Rzyca
Sarnik;Sarniki;Sarnik
Trzynieńca;Trzyniec;Trzynieniec
Koziołków;Koziołki;Koziołek
Małgo Błota;Małe Błoto;May Błota
Samocicic;Samocice;Samocicica
Wadowic Górnych;Wadowice Górne;Wadowica Górny
Czernichówka;Czernichówek;Czernichówka
Żeroniczek;Żeroniczki;Żeroniczka
Grodzan;Grodzany;Grodzan
Mrałtów;Mrałty;Mrałt
Krutycy;Krutyca;Krutyk
Nowych Buczyczyc;Nowe Buczyce;Nowy Buczyczyca
Wólna Dolnego;Wólne Dolne;Wólny Dolny
Wętfia;Wętfie;Wętfia
Petrynowa;Petrynów;Petrynowy
Proczek;Proczki;Proczek
Chałupek Dusowskich;Chałupki Dusowskie;Chałupka Dusowski
Bładnic Górnych;Bładnice Górne;Bładnica Górny
Do Łukaszki;Do Łukaszki;Dy Łukaszka
Mamczarzowa;Mamczarzów;Mamczarzowy
Okczyna;Okczyn;Okczyna
Wólki Załęskiej;Wólka Załęska;Wólka Załęski
Świrnej;Świrna;Świrny
Jażdżówek;Jażdżówki;Jażdżówka
Warszkajt;Warszkajty;Warszkajta
Podmałca;Podmałec;Podmałcy
Kotorza Małego;Kotórz Mały;Kotorze Mały
Wojnowa;Wojnów;Wojnowy
Bącza;Bącz;Bącze
Starej Wrony;Stara Wrona;Stara Wron
Leśniczówki Nakła;Leśniczówka Nakło;Leśniczówka Nakły
Nowych Kunic;Nowe Kunice;Nowy Kunica
Grubal;Grubale;Grubal
Żukowa;Żuków;Żukowy
Żabiej Ameryki;Żabia Ameryka;Żabi Ameryk
Stawinogi-Leśniczówki;Stawinoga-Leśniczówka;Stawinogi-Leśniczówka
Marwicy Małej;Marwica Mała;Marwica Mały
Golędzkiego;Golędzkie;Golędzki
Łapitowej;Łapitowa;Łapitowy
Tokcin;Tokciny;Tokcina
Modrzejowic-Kątów;Modrzejowice-Kąty;Modrzejowica-Kąt
Oborów;Obory;Obór
Murkowa;Murków;Murkowy
Pofolwarcznych;Pofolwarczne;Pofolwarczny
Piotrowa Pierwszego;Piotrowo Pierwsze;Piotrowy Pierwszy
Gościnka;Gościnko;Gościnka
Dobrogosławia;Dobrogosław;Dobrogosławie
Kolonii Wilkowo;Kolonia Wilkowo;Kolonia Wilkowa
Wólki Dąbrowickiej;Wólka Dąbrowicka;Wólka Dąbrowicki
Janówka Pierwszego;Janówek Pierwszy;Janówka Pierwszy
Kolonii Wiejek;Kolonia Wiejki;Kolonia Wiejka
Bogunic;Bogunice;Bogunica
Dylowa A;Dylów A;Dylowy A
Obory;Obora;Obór
Darzowic;Darzowice;Darzowica
Długojowa Górnego;Długojów Górny;Długojowy Górny
Tofiłowców;Tofiłowce;Tofiłowiec
Kłapowa;Kłapowo;Kłapowy
Czarzastych Małych;Czarzaste Małe;Czarzasty Mały
Fiugat;Fiugaty;Fiugato
Nowego Harsza;Nowy Harsz;Nowy Harszy
Podkonic Małych;Podkonice Małe;Podkonica Mały
Głodkowej;Głodkowa;Głodkowy
Kosisisk;Kosiska;Kosisisko
Równi;Rówień;Równy
Długich Działów;Długie Działy;Długi Dział
Sosny-Korabi;Sosna-Korabie;Sosny-Korabie
Chełma Górnego;Chełm Górny;Chełma Górny
Repczyczyc;Repczyce;Repczyczyca
Strychowa;Strychowo;Strychowy
Za Rzeką;Za Rzeką;Zy Rzeka
Łąkcia;Łąkcie;Łąkieć
Kozic Górnych;Kozice Górne;Kozica Górny
Kościuszkowa;Kościuszkowo;Kościuszkowy
Złotowizny Średniej;Złotowizna Średnia;Złotowizna Średni
Groszkowa;Groszków;Groszkowy
Kraszewa;Kraszew;Kraszewo
Starego Dzierzążna;Stare Dzierzążno;Stary Dzierzążny
Barłomina-Wybudowania;Barłomino-Wybudowanie;Barłomin-Wybudowanie
Dobrzęcina;Dobrzęcino;Dobrzęcina
Wybudowania Szczepańskiego;Wybudowanie Szczepańskie;Wybudowanie Szczepański
Konstantyna;Konstantyn;Konstantyna
Starych Niziołek;Stare Niziołki;Stary Niziołek
Podniebyla;Podniebyle;Podniebyli
Kolonii Maszkowa;Kolonia Maszkowo;Kolonia Maszkowy
Grębocina nad Strugą;Grębocin nad Strugą;Grębocina nada Struga
Nebrowa Wielkiego;Nebrowo Wielkie;Nebrowy Wielki
Tarnawy Małej;Tarnawa Mała;Tarnawy Mały
Psich Głów;Psie Głowy;Psi Gł
Niutkowa;Niutków;Niutkowy
Kolonii Słoptowa;Kolonia Słoptów;Kolonia Słoptowy
Zwierzchowa;Zwierzchów;Zwierzchowy
Horodyszczana;Horodyszczan;Horodyszczany
Pod Borkiem;Pod Brodkiem;Poda Borek
Przy Włochaniu;Przy Włochaniu;Prz Włochanie
Kolonii Rożnów;Kolonia Rożny;Kolonia Rożen
W Podborzu;W Podborzu;W Podborze
Księżej Roli;Księża Rola;Księży Rol
Bytówka;Bytówko;Bytówka
Kojsiej;Kojsia;Kojsi
Nowych Winiar;Nowe Winiary;Nowy Winiara
Jasionny;Jasionna;Jasionny
Jasionnna;Jasionno;Jasionnny
Zarębowa;Zarębów;Zarębowy
Nowego Kozłowa Drugiego;Nowy Kozłów Drugi;Nowy Kozłowy Drugi
Brzozowa-Kolonii;Brzozów-Kolonia;Brzozowy-Kolonia
Starego Białcza;Stary Białcz;Stary Białczy
W Wąwozie;W Wąwozie;W Wąwóz
Nowej Wólki;Nowa Wólka;Nowy Wólka
Krzczonowa Trzeciego;Krzczonów Trzeci;Krzczonowy Trzeci
Czerwińska nad Wisłą;Czerwińsk nad Wisłą;Czerwiński nada Wisły
Jelenina Górnego;Jelenin Górny;Jelenina Górny
Bożykowa;Bożykowo;Bożykowy
Nowego Antoniowa;Nowy Antoniów;Nowy Antoniowy
Panoszkowej;Panoszkowa;Panoszkowy
Pełczyna;Pełczyn;Pełczyna
Zarzyna;Zarzyn;Zarzyna
Chojeczna-Sybilaków;Chojeczno-Sybilaki;Chojeczny-Sybilak
Nagórzan;Nagórzany;Nagórzan
Wicusiów;Wicusie;Wicuś
Nowej Zawadki;Nowa Zawadka;Nowy Zawadka
Mirosławiczek;Mirosławiczki;Mirosławiczek
Jagodnicy-Złotna;Jagodnica-Złotno;Jagodnik-Złotny
Cierznia;Cierznie;Cierznia
Klitek;Klitki;Klitka
Bogumiłek;Bogumiłki;Bogumiłek
Ku Drzewcom;Ku Drzewcom;Ky Drzewce
Górek Małych;Górki Małe-Parcela;Górek Mały
Pachutek;Pachutki;Pachutka
Zielęcicic;Zielęcice;Zielęcicica
Mogilicy;Mogilica;Mogilik
Zdunkowa;Zdunków;Zdunkowy
Andzina;Andzin;Andzina
Zastępy;Zastępa;Zastęp
Taszewka;Taszewko;Taszewka
Olbrachtowic;Olbrachtowice;Olbrachtowica
Wólki Kańskiej;Wólka Kańska-Kolonia;Wólki Kański
Golędzina;Golędzin;Golędzina
Antoniowa-Kolonii;Antoniów-Kolonia;Antoniowy-Kolonia
Jaszkowic;Jaszkowice;Jaszkowica
Kolonii Bojanowskiej;Kolonia Bojanowska;Kolonia Bojanowski
Kamaszki;Kamaszka;Kamaszki
Beali;Beale;Beały
Starych Gajów;Stare Gaje;Stary Gaj
Leśniczówki Mieni;Leśniczówka Mienia;Leśniczówka Miony
Chwałkówka;Chwałkówko;Chwałkówka
Sławoszewka-Kolonii;Sławoszewek-Kolonia;Sławoszewka-Kolonia
Siesławic;Siesławice;Siesławica
Trzcińska;Trzcińsko;Trzciński
Niemierząt;Niemierzęta;Niemierzę
Dębego Dużego;Dębe Duże;Dęby Duży
Nowego Węgorzynka;Nowe Węgorzynko;Nowy Węgorzynka
Bloków Sabinowskich;Bloki Sabinowskie;Blok Sabinowski
Droszkowa;Droszków;Droszkowy
Dworaków-Pikat;Dworaki-Pikaty;Dworak-Pikat
Wygarek;Wygarki;Wygarka
Gołoszyna;Gołoszyn;Gołoszyna
Weryni;Werynia;Weryn
Gór Budziszowskich;Góry Budziszowskie;Gór Budziszowski
Paulinowa;Paulinów;Paulinowy
Koneckiego;Koneckie;Konecki
Bemowa Piskiego;Bemowo Piskie;Bemowy Piski
Radomi;Radomia;Radomy
Krzywańskowej;Krzywańskowa;Krzywańskowy
Prandocina-Wysiołka;Prandocin-Wysiołek;Prandocina-Wysiołek
Niskiej Jabłonicy;Niska Jabłonica;Niski Jabłonica
Wrocławic-Majątku;Wrocławice-Majątek;Wrocławica-Majątek
Wołyńskiego;Wołyńskie;Wołyński
Radomina;Radomin;Radomino
Do Chochoła;Do Chochoła;Dy Chochoł
Wężyczyna;Wężyczyn;Wężyczyna
Gór Olszyńskich;Góry Olszyńskie;Gór Olszyński
Gajówki Dziewczej Góry;Gajówka Dziewcza Góra;Gajówka Dziewczy Góry
Maszew;Maszewy;Maszwa
Józefowa Starego;Józefów Stary;Józefowa Stary
Mysłakowic;Mysłakowice;Mysłakowica
Mędrzechowa;Mędrzechów;Mędrzechowy
Kurzebieli;Kurzebiela;Kurzebiel
Pątków;Pątki;Pątek
Karszni;Karsznie;Karszny
Brzezin Potockich;Brzeziny Potockie;Brzezina Potocki
Małych Drzewc;Małe Drzewce;Mały Drzewce
Powyżek;Powyżki;Powyżka
Żerechowa;Żerechów;Żerechowy
Osiedla Nowobramskiego;Osiedle Nowobramskie;Osiedle Nowobramski
Hanuszowa;Hanuszów;Hanuszowy
Wistki Królewskiej;Wistka Królewska;Wistka Królewski
Za Olszowcem;Za Olszowcem;Zy Olszowiec
Tomaników;Tomaniki;Tomanik
Witułtułt;Witułty;Witułtułt
Kozik-Olszyn;Koziki-Olszyny;Kozik-Olszyna
Mianinka;Mianinek;Mianinka
Ościęcina;Ościęcin;Ościęcina
Nowin Przytockich;Nowiny Przytockie;Nowina Przytocki
Łubia Dolnego;Łubie Dolne;Łubia Dolny
Anielskiej;Anielska;Anielski
Domecka;Domecko;Domecki
Aleksandrówka;Aleksandrówek;Aleksandrówka
Radoni;Radonia;Radoni
Radoni;Radonie;Radoni
Małego Zabrza;Małe Zabrze;Mały Zabrze
Radawczyka PierwszKolonii;Radawczyk-Kolonia Pierwsza;Radawczyka PierwszKolonia
Orłowa Murowany-Kolonego;Orłów Murowany-Kolonia;Orłowa Murowany-Kolony
Radziejowej;Radziejowa;Radziejowy
Zawojek;Zawojki;Zawojka
Czarliny;Czarlina;Czarlin
Nowego Steklinka;Nowy Steklinek;Nowy Steklinka
Zadów;Zady;Zad
Zawiesiuch;Zawiesiuchy;Zawiesiuch
Wojtyszek;Wojtyszki;Wojtyszka
Zbiorowic;Zbiorowice;Zbiorowica
Czarlina;Czarlino;Czarlin
Kijanek;Kijanki;Kijanka
Strzyżowic;Strzyżowice;Strzyżowica
Dalekiego-Tartaku;Dalekie-Tartak;Daleki-Tartak
Żeglanówki;Żeglanówka;Żeglanówki
Na Dworskiem;Na Dworskiem;Ny Dworsko
Szataników;Szataniki;Szatanik
Starych Igań;Stare Iganie;Stary Iganie
Kolonii Odrzańskiej;Kolonia Odrzańska;Kolonia Odrzański
Klimczyczyc-Kolonii;Klimczyce-Kolonia;Klimczyczyca-Kolonia
Staroźreb-Kolonii;Staroźreby-Kolonia;Staroźrba-Kolonia
Lewsz;Lewsze;Lewsz
Woli Majackiej;Wola Majacka;Wol Majacki
Psiego Konieńca;Psi Koniec;Psi Konieniec
Kolonii pod Bęchy;Kolonia pod Bęchy;Kolonia poda Bęch
Biesieśca;Biesiec;Biesiesiec
Leszna Górnego;Leszno Górne;Leszny Górny
Za Kalną;Za Kalną;Zy Kalny
Częstoniewa-Kolonii;Częstoniew-Kolonia;Częstoniewa-Kolonia
Mikolina;Mikolin;Mikolina
Giedni;Giednia;Giedni
Przedłęcza;Przedłęcze;Przedłęczy
Parkoszowic;Parkoszowice;Parkoszowica
Kolonii Mdzewskich;Kolonie Mdzewskie;Kolonia Mdzewski
Kowalichy;Kowalicha;Kowalich
Drożysk Wielkich;Drożyska Wielkie;Drożysko Wielki
Grodziszczan;Grodziszczany;Grodziszczanin
Nowych Książnic;Nowe Książnice;Nowy Książnica
Uchaczów;Uchacze;Uchacz
Leszczyna Księżego;Leszczyn Księży;Leszczyna Księży
Siostrowa;Siostrów;Siostrowy
Brodowa-Wit;Brodowo-Wity;Brodowy-Wit
Miłowa;Miłowo;Miłowy
Sikorowa;Sikorowo;Sikorowy
Zązków;Zązki;Zązek
Dobieszewka;Dobieszewko;Dobieszewka
Łosiej Wólki;Łosia Wólka;Łosiej Wólka
Parcel-Skęczniewa;Parcele-Skęczniew;Parcela-Skęczniewa
Wypierowic;Wypierowice;Wypierowica
Janiej Góry;Jania Góra;Jani Góry
Gardzienic Drugich;Gardzienice Drugie;Gardzienica Drugi
Boskiej Woli;Boska Wola;Boski Wol
Ptaszkowa;Ptaszków;Ptaszkowy
Dobczyna-Paśnika;Dobczyn-Paśnik;Dobczyna-Paśnik
Grochowisk Księżych;Grochowiska Księże;Grochowisko Księży
Damięt;Damięty;Damięta
Zdrużna;Zdrużno;Zdrużny
Zagród Chochołowskich;Zagrody Chochołowskie;Zagroda Chochołowski
Kalinowa;Kalinowo;Kalinowy
Jastkowic;Jastkowice;Jastkowica
Podgłębokiego;Podgłębokie;Podgłęboki
Wojcieszyna;Wojcieszyn;Wojcieszyna
Obielewka;Obielewko;Obielewka
Bud-Zasłony;Budy-Zasłona;Buda-Zasłona
Swolszewic-Iłków;Swolszewice-Iłki;Swolszewica-Iłek
Chociemyśla;Chociemyśl;Chociemyśla
Czerniczna;Czerniczno;Czerniczny
Darżyna;Darżyno;Darżyna
Pierzchowic;Pierzchowice;Pierzchowica
Srebrnej;Srebrna;Srebrny
Olimpina;Olimpin;Olimpina
Żabiczek;Żabiczki;Żabiczka
Ogrodziarskiego;Ogrodziarskie;Ogrodziarski
Obiedzina Górnego;Obiedzino Górne;Obiedzina Górny
Podwoluckiego;Podwoluckie;Podwolucki
Pomieczyna Małego;Pomieczyno Małe;Pomieczyna Mały
Stowięcina;Stowięcino;Stowięcina
Raczek Elbląskich;Raczki Elbląskie;Raczka Elbląski
Podedrogi;Podedroga;Podedrogi
Wólki Jabłońskiej;Wólka Jabłońska;Wólka Jabłoński
Drugiej Kolonii za Górą;Druga Kolonia za Górą;Drugi Kolonia zy Góry
Nowego Łąkiego;Nowe Łąkie;Nowy Łąki
Radosława;Radosław;Radosława
Bzówka;Bzówek;Bzówka
Mochelka;Mochelek;Mochelka
Szadów;Szady;Szad
Srocka Wielkiego;Srocko Wielkie;Srock Wielki
Kłoni;Kłonia;Kłoń
Stanisławowa;Stanisławowo;Stanisławowy
Starego Wielisławia;Stary Wielisław;Stary Wielisławie
Klotyldowa;Klotyldów;Klotyldowy
Podlalin;Podlaliny;Podlalina
Konstantynowa Łódzkiego;Konstantynów Łódzki;Konstantynowy Łódzki
Kuźnic Północnych;Kuźnice Północne;Kuźnica Północny
Pod Żałe;Pod Żałe;Poda Żały
Paszałci;Paszałcie;Paszałt
Dąbrówki Drygalskiej;Dąbrówka Drygalska;Dąbrówka Drygalski
Oleszcza;Oleszcze;Oleszcz
Woli Różanieckiej;Wola Różaniecka;Wol Różaniecki
Podgórki;Podgórka;Podgórek
Pod Szuminem;Pod Szuminem;Poda Szumin
Udziejka;Udziejek;Udziejka
Radoszkowa Drugiego;Radoszkowo Drugie;Radoszkowy Drugi
Kolonii Nowego Dolistowa;Kolonia Nowe Dolistowo;Kolonia Nowy Dolistowy
Kosiborów;Kosibory;Kosibór
Gołębia;Gołąb;Gołębi
Fabisi;Fabisie;Fabis
Kuźnicy Masłońskiej;Kuźnica Masłońska;Kuźnica Masłoński
Starych Kupisk;Stare Kupiski;Stary Kupisko
Miedawy;Miedawa;Miedawy
Ratowej;Ratowa;Ratowy
Kozłowej;Kozłowa;Kozłowy
Wyrc;Wyrce;Wyrc
Kociego Miasta;Kocie Miasto;Koci Miasty
Jałowic;Jałowice;Jałowica
Kozłowa;Kozłowo;Kozłowy
Łęk Dolnych;Łęki Dolne;Łęk Dolny
Pod Ogrodnikami;Pod Ogrodnikami;Poda Ogrodnik
Suszczy;Suszcze;Suszcz
Charchowa Księżego;Charchów Księży;Charchowy Księży
Gańkniek;Gańki;Gańkńka
Klepy;Klepa;Klep
Krobowa;Krobów;Krobowy
Nielepic;Nielepice;Nielepic
Strzeszkowic Dużych;Strzeszkowice Duże;Strzeszkowica Duży
Pacynkowej;Pacynkowa;Pacynkowy
Uciąch;Uciąchy;Uciącha
Stachoniowa;Stachoniowo;Stachoniowy
Nadbagiena;Nadbagien;Nadbagiena
Grządek;Grządki;Grządek
Galii Górnej;Galia Górna;Galia Górny
Salomejowa;Salomejów;Salomejowy
Kolonii Zawadzkich;Kolonie Zawadzkie;Kolonia Zawadzki
Dobrej Poduchownej;Dobra Poduchowna;Dobry Poduchowny
Grządki;Grządka;Grządek
Przyszowa;Przyszów;Przyszowy
Jakubikowic;Jakubikowice;Jakubikowica
Kupowa-Folwarku;Kupowo-Folwark;Kupowy-Folwark
Starych Czeskich;Stare Czeskie;Stary Czeski
Strzelec Górnych;Strzelce Górne;Strzelec Górny
Na Górze;Na Górze;Ny Górze
Bogdanki-Klina;Bogdanka-Klin;Bogdanka-Klina
Jaromirowic;Jaromirowice;Jaromirowica
Hubal;Hubale;Hubal
Chełmska;Chełmsko;Chełmski
Barcina-Wsi;Barcin-Wieś;Barcina-Wszy
Sajdaków;Sajdaki;Sajdak
Rochówka;Rochówek;Rochówka
Pawlikowej;Pawlikowa;Pawlikowy
Bobrzy;Bobrza;Bobry
Janowa-Cegielni;Janowo-Cegielnia;Janowy-Cegielnia
Osiedla Teodora Tumbewa;Osiedle Teodora Tumbewa;Osiedle Teodor Tumbewa
Prawikowa;Prawików;Prawikowy
Kossobud-Baranówki;Kossobudy-Baranówka;Kossobuda-Baranówki
