Dopełniacz;Mianownik;Wynik Stemmera
Gęzyna;Gęzyn;Gęzyna
Luszowic Górnych;Luszowice Górne;Luszowica Górny
Matul;Matule;Matulić
Zagórska;Zagórsko;Zagórski
Trzebniowa;Trzebniów;Trzebniowy
Kulerzowa;Kulerzów;Kulerzowy
Węglina na Górce;Węglin na Górce;Węglina ny Górka
Podsebni;Podsebnia;Podsebny
Targówka Fabrycznego;Targówek Fabryczny;Targówka Fabryczny
Gilowej;Gilowa;Gilowy
Żubronajcia;Żubronajcie;Żubronajcio
Huczkowej;Huczkowa;Huczkowy
Relina;Relin;Relina
Osiedla Jarosława Dąbrowskiego;Osiedle Jarosława Dąbrowskiego;Osiedlać Jarosława Dąbrowski
Muszkowa;Muszkowo;Muszkowy
Średniej Suchej;Średnia Sucha;Średni Suchy
Bucza Dolnego;Bucze Dolne;Buczać Dolny
Do Porębskich;Do Porębskich;Dy Porębski
Skrzetel;Skrzetle;Skrzetel
Rudzi;Rudzie;Rudzić
Kołonieńca;Kołoniec;Kołonieniec
Kolonii Kobylaków;Kolonia Kobylaki-Korysze;Kolonii Kobylak
Jaroniowa;Jaroniów;Jaroniowy
Nowych Rachań;Nowe Rachanie;Nowy Rachanie
Starego Zielenia;Stary Zieleń;Stary Zielenie
Kolonii Wygnańców;Kolonia Wygnańce;Kolonia Wygnaniec
Pleszówek;Pleszówki;Pleszówka
Zamesza;Zamesze;Zameszać
Starej Wsi Trzeciej;Stara Wieś Trzecia-Kolonia;Starej Wsi Trzeci
Buchalów Niżnych;Buchale Niżne;Buchal Niżny
Kowalewa-Borków;Kowalewo-Borki;Kowalewać-Borek
Wożuczyna-Cukrowni;Wożuczyn-Cukrownia;Wożuczyna-Cukrownia
Okuniewa;Okuniew;Okuniewać
Zawist-Króli;Zawisty-Króle;Zawist-Króć
Mokrzyc;Mokrzyce;Mokrzyca
Kaganieńca;Kaganiec;Kaganieniec
Jaborowic;Jaborowice;Jaborowica
Starych Suliszewic;Stare Suliszewice;Stary Suliszewica
Rszewka;Rszewek;Rszewka
Nadbieli;Nadbiel;Nadbieć
Na Byczkowej Górce;Na Byczkowej Górce;Ny Byczkowy Górka
Cichmiany;Cichmiana;Cichmiany
Nowotanieńca;Nowotaniec;Nowotanieniec
Uniradzy;Uniradze;Uniradza
Jedlicza Górnego;Jedlicze Górne;Jedliczać Górny
Mieleszkowiec Pawłowickich;Mieleszkowce Pawłowickie;Mieleszkowiec Pawłowicki
Brzóza Małego;Brzóze Małe;Brzózy Mały
Mazurowa;Mazurowo;Mazurowy
Głodzina;Głodzino;Głodzina
Maciowakrza;Maciowakrze;Maciowakrzać
Skrzeczkowic;Skrzeczkowice;Skrzeczkowica
Retkowa;Retkowo;Retkowy
Kolonii Rzerzęczyczyc A;Kolonia Rzerzęczyce A;Kolonia Rzerzęczyczyca A
Kolonii Kruszewa;Kolonia Kruszewo;Kolonia Kruszewać
Kochowa-Parcel;Kochowo-Parcele;Kochować-Parcela
Ownic;Ownice;Ownica
Kamienicy nad Nysą Łużycką;Kamienica nad Nysą Łużycką;Kamienica nada Nysa Łużycki
Kolonii Parznic;Kolonia Parznice;Kolonia Parznica
Wólki Ogryzkowej;Wólka Ogryzkowa;Wólka Ogryzkowy
Tyliczek;Tyliczki;Tyliczka
Kolonii Tyczka;Kolonia Tyczek;Kolonia Tyczka
Kukli;Kukle;Kuc
Nowej Słupcy;Nowa Słupca;Nowy Słupiec
Harbutowic;Harbutowice;Harbutowica
Kukli;Kukla;Kuc
Kiślak;Kiślaki;Kiślak
Konarzewa;Konarzewo;Konarzewać
Bylewa;Bylew;Bylewać
Krajna;Krajno;Krajna
Kozy Wielkiej;Koza Wielka;Koza Wielki
Ślepska;Ślepsk;Ślepski
Bukowskiego;Bukowskie;Bukowski
Wystoka;Wystok;Wystoka
Rychławy;Rychława;Rychławy
Siadczy;Siadcza;Siadczyć
Główczyna;Główczyn;Główczyna
Zadąbia;Zadąbie;Zadąbiać
Gozdawy;Gozdawa;Gozdawy
Jackówka;Jackówek;Jackówka
Złotawy;Złotawa;Złotawy
Sudzina;Sudzin;Sudzina
Kolonii Spieszyna;Kolonia Spieszyn;Kolonia Spieszyna
Świerczyn;Świerczyny;Świerczyna
Starego Miastkowa;Stary Miastków;Stary Miastkowy
Chwałowa;Chwałów;Chwałowy
Woskrzenic Małych;Woskrzenice Małe;Woskrzenica Mały
Gorysławic;Gorysławice;Gorysławica
Kryszyńskiej;Kryszyńska;Kryszyński
Woli Uchańskiej;Wola Uchańska;Wol Uchański
Sowskich Kątów;Sowskie Kąty;Sowski Kąt
Grąblinka;Grąblinek;Grąblinka
Krasowej;Krasowa;Krasowy
Opatowa;Opatów;Opatowy
Krasowego;Krasowe;Krasowy
Łęków Strzyżowskich;Łęki Strzyżowskie;Łęk Strzyżowski
Gruczyna;Gruczyn;Gruczyna
Chynowy;Chynowa;Chynowy
Wygwizdowa;Wygwizdów;Wygwizdowy
Mąkowar;Mąkowary;Mąkowar
Dudowej;Dudowa;Dudowy
Kuźmija Kąta;Kuźmij Kąt;Kuźmijać Kąt
Górek Pęcławskich;Górki Pęcławskie;Górka Pęcławski
Popowa Borowego;Popowo Borowe;Popowy Borowy
Kask Centralnych;Kaski Centralne;Kask Centralny
Krościny Małej;Krościna Mała;Krościna Mały
Kurzynieńca;Kurzyniec;Kurzynieniec
Wikrowa;Wikrowo;Wikrowy
Kloni-Wybudowania;Klonia-Wybudowanie;Klon-Wybudowanie
Łebcza;Łebcz;Łebczy
Kolonii Pludrów;Kolonia Pludry;Kolonia Pluder
Łabna;Łabno;Łabny
Konarzy;Konarze;Konarz
Podozieran;Podozierany;Podozieran
Jeżowej Wody;Jeżowa Woda;Jeżowy Wód
Wdowinowa;Wdowinów;Wdowinowy
Sobiałkowa Górnego;Sobiałkowo Górne;Sobiałkowy Górny
Ról;Role;Rolić
Strzębiałek;Strzębiałki;Strzębiałka
Wysokiego-Wybudowania;Wysokie-Wybudowanie;Wysoki-Wybudowanie
Kruszewa-Podpiasek;Kruszewo-Podpiaski;Kruszewać-Podpiasek
Korcy;Korce;Korca
Jakli Małej;Jakla Mała;Jaknąć Mały
Za Gąszczami;Za Gąszczami;Zy Gąszcz
Brunar;Brunary;Brunar
Wierzbny;Wierzbna;Wierzbny
Wierzbna;Wierzbno;Wierzbny
Budzieszowic;Budzieszowice;Budzieszowica
Średniego Małego;Średnie Małe;Średni Mały
Sępochowa;Sępochów;Sępochować
Pod Skrzynką;Pod Skrzynką;Poda Skrzynka
Trutnowów Drugich;Trutnowy Drugie;Trutnów Drugi
Podbudynia;Podbudynie;Podbudynia
Kolonii Konopek;Kolonia Konopki-Klimki;Kolonii Konopek
Korkoszówki;Korkoszówka;Korkoszówki
Gobiat;Gobiaty;Gobiat
Kiersnówka;Kiersnówek;Kiersnówka
Bobina;Bobin;Bobina
Zwienisławia;Zwienisław;Zwienisławiać
Ruszowic;Ruszowice;Ruszowica
Piwaków;Piwaki;Piwak
Janowic Dużych;Janowice Duże;Janowica Duży
Nakonowa;Nakonowo;Nakonowy
Oklego;Okle;Okli
Kroczaków;Kroczaki;Kroczak
Podrenty;Podrenta;Podrent
Czernięcina Głównego;Czernięcin Główny;Czernięcina Główny
Chomącka;Chomącko;Chomącki
Zgojewa;Zgojewo;Zgojewać
Bolesławic;Bolesławice;Bolesławica
Włoch-Wsi;Włochy-Wieś;Włoch-Wszy
Pod Sikornicą;Pod Sikornicą;Poda Sikornica
Brzostkowa;Brzostków;Brzostkowy
Piwek;Piwki;Piwek
Łącztka;Łącztek;Łącztka
Rózinowa;Rózinów;Rózinowy
Grzybna Dolnego;Grzybno Dolne;Grzybny Dolny
Worniczek;Worniczki;Worniczek
Rogu Orłowskiego;Róg Orłowski;Rog Orłowski
Felina;Felin;Felina
Niedźwiad Małych;Niedźwiady Małe;Niedźwiad Mały
Tarnowy-Odbudowy;Tarnowa-Odbudowa;Tarnowy-Odbudowa
Gałówka;Gałówko;Gałówka
Dankowa A;Danków A;Dankowy A
Nidka;Nidek;Nidka
Józefowa Szuberta;Józefów Szuberta;Józefowa Szubert
Małego Cisieśca;Mały Cisiec;Mały Cisiesiec
Hebzi;Hebzie;Hebzić
Godziątkowa;Godziątków;Godziątkowy
Plut;Pluty;Plut
Mlewa;Mlewo;Mlewać
Hojnowic;Hojnowice;Hojnowica
Borówna-Folwarku;Borówno-Folwark;Borównać-Folwark
Oksywia;Oksywie;Oksywiać
Kolonii Kraczynek;Kolonia Kraczynki;Kolonia Kraczynek
Łasi-Toczyłowa;Łaś-Toczyłowo;Łasić-Toczyłowy
Karsznic;Karsznice;Karsznica
Piastowic;Piastowice;Piastowica
Nowych Łach;Nowe Łachy;Nowy Łe
Kiedrowa;Kiedrowo;Kiedrowy
Więcierskiej;Więcierska;Więcierski
Flesz;Flesze;Flać
Dęby-Osiedla;Dęba-Osiedle;Dąb-Osiedlać
Bobów;Boby;Bob
Libartowa;Libartowo;Libartowy
Grzechyni Dolnej;Grzechynia Dolna;Grzechynia Dolny
Buchalów;Buchale;Buchal
Pod Kościołem;Pod Kościołem;Poda Kościół
Czarnej Roli;Czarna Rola;Czarny Rol
Kaliskich;Kaliskie;Kaliski
Osiedla Warmińskiej;Osiedle Warmińska;Osiedlać Warmiński
Wiśniówek;Wiśniówki;Wiśniówka
Dzierzbiętowa Małego;Dzierzbiętów Mały;Dzierzbiętowy Mały
Piotrowa-Zagościńca;Piotrów-Zagościniec;Piotrowy-Zagościniec
Kopytowa-Kolonii;Kopytów-Kolonia;Kopytowy-Kolonia
Próchnowa OsadDużych;Próchnowo-Duże Osady;Próchnowa OsadDuży
Rówka;Rówek;Rówka
Pod Hutą;Pod Hutą;Poda Huty
Oryszewa-Osady;Oryszew-Osada;Oryszewać-Osada
Dyjaków;Dyjaki;Dyjak
Kolonii Nawiad;Kolonia Nawiady;Kolonia Nawiad
Nowej Wojskiej;Nowa Wojska;Nowy Wojski
Ludkowa;Ludkowo;Ludkowy
Osiedla Górali;Osiedle Górali;Osiedlać Górać
Kolonii Babic;Kolonia Babice;Kolonia Babica
Sojów;Soje;Sój
Wólki Poznańskiej;Wólka Poznańska;Wólka Poznański
Grosiwia;Grosiwie;Grosiwiać
Sadkówka;Sadkówek;Sadkówka
Zubrzyc;Zubrzyce;Zubrzyca
Kolonii Złotek;Kolonia Złotki;Kolonia Złotek
Kępy;Kępa;Kęp
Malczkówka;Malczkówko;Malczkówka
Ślemienia;Ślemień;Ślemię
Korzeńcy;Korzeńce;Korzeniec
Trzemsza;Trzemsze;Trzemsza
Kępów;Kępy;Kęp
Torfów;Torfy;Torf
Kolonii Pilch;Kolonia Pilchy;Kolonia Pilch
Skwarczków;Skwarczki;Skwarczek
Rzeniszowa-Łaz;Rzeniszów-Łazy;Rzeniszowy-Łaz
Dużej Wólki;Duża Wólka;Duży Wólka
Ołudzy;Ołudza;Oługi
Wędołów;Wędoły;Wędół
Bożepola Szlacheckigo;Bożepole Szlacheckie;Bożepole Szlacheckiga
Majkowa-Folwarku;Majków-Folwark;Majkowy-Folwark
Gierdaw;Gierdawy;Gierdawa
Osiedla Ogrodów;Osiedle Ogrody;Osiedlać Ogród
Bołdyna;Bołdyn;Bołdyna
Nowej Łówczy;Nowa Łówcza;Nowy Łówczy
Świerzawy;Świerzawa;Świerzawy
Skurpia;Skurpie;Skurpi
Łączan;Łączany;Łączan
Szwagierkowa;Szwagierków;Szwagierkowy
Różanek;Różanki;Różanka
Poprzecznej Wsi;Poprzeczna Wieś;Poprzeczny Wszy
Nowych Pajtun;Nowe Pajtuny;Nowy Pajtun
Goździelina;Goździelin;Goździelina
Dobrzelewiczek;Dobrzelewiczki;Dobrzelewiczek
Kuroszowa;Kuroszów;Kuroszowy
Markowa-Towarzystwa;Marków-Towarzystwo;Markowy-Towarzystwo
Kolonii Werchlisiej;Kolonia Werchliś;Kolonia Werchlisi
Gołygowa;Gołygów;Gołygowy
Podbieli Dużej;Podbiel Duża;Podbieć Duży
Czaniecckich;Czanieccy;Czanieccki
Topolin;Topoliny;Topolina
Kolonii Swat;Kolonia Swaty;Kolonia Swat
Sierpca;Sierpc;Sierpec
Koczarek;Koczarki;Koczarka
Wszechświętych;Wszechświęte;Wszechświęty
Narajt;Narajty;Narajta
Jabłkowa-Hub;Jabłkowo-Huby;Jabłkowy-Hubić
Stanowisk;Stanowiska;Stanowisko
Nowego Modlina;Nowy Modlin;Nowy Modlina
Łętowa-Dębu;Łętowo-Dąb;Łętowy-Dąb
Bacz Suchych;Bacze Suche;Bacz Suchy
Lipowa Kurkowskiego;Lipowo Kurkowskie;Lipowy Kurkowski
Wodziłek;Wodziłki;Wodziłek
Tarnawy-Góry;Tarnawa-Góra;Tarnawy-Góry
Pierzchał-Błażejów;Pierzchały-Błażeje;Pierzchać-Błażej
Gorzkowa-Wsi;Gorzków-Wieś;Gorzkowy-Wszy
Grzybowej Góry;Grzybowa Góra;Grzybowa Góry
Staniszewic;Staniszewice;Staniszewica
Garbowa Drugiego;Garbów Drugi;Garbowy Drugi
Landzmierza;Landzmierz;Landzmierzać
Murzynka;Murzynek;Murzynka
Konopek-Pokrzywnicy;Konopki-Pokrzywnica;Konopek-Pokrzywnik
Kuligowa;Kuligów;Kuligowy
Pastrug;Pastrugi;Pastrug
Borków-Nawsia;Borki-Nawsie;Borek-Nawś
Wąsina;Wąsino;Wąsina
Szlas-Umiemów;Szlasy-Umiemy;Szlas-Umiem
Kobylników;Kobylniki;Kobylnik
Szczawina;Szczawin;Szczawina
Kolonii Krokocicic;Kolonia Krokocice;Kolonia Krokocicica
Osiedla Wileńskiego;Osiedle Wileńskie;Osiedlać Wileński
Łapek;Łapki;Łapka
Wojtanowej;Wojtanowa;Wojtanowy
Lidzbarka-Nadleśnictwa;Lidzbark-Nadleśnictwo;Lidzbarka-Nadleśnictwo
Bielan;Bielany;Bielan
Olszanka;Olszanek;Olszanka
Wojtkowic-Dadów;Wojtkowice-Dady;Wojtkowica-Dad
Kiełczyna;Kiełczyn;Kiełczyna
Woli Gardzienickiej;Wola Gardzienicka;Wol Gardzienicki
Łękuka Małego;Łękuk Mały;Łękukać Mały
Podłazisk;Podłaziska;Podłazisko
Zastowa Karczmiskiego;Zastów Karczmiski;Zastowy Karczmiski
Starego Orzechowa;Stare Orzechowo;Stary Orzechować
Maksymilianowa;Maksymilianowo;Maksymilianowy
Dąbek;Dąbki;Dąbek
Górek Tomickich;Górki Tomickie;Górka Tomicki
Nowego Miasta;Nowe Miasto-Folwark;Nowego Miasty
Wielonka;Wielonek;Wielonka
Madełów;Madeły;Madeł
Czartowa;Czartowo;Czartowy
Woźnik;Woźniki;Woźnik
Hub za Lasem;Huby za Lasem;Hubić zy Las
Bud Brankowskich;Budy Brankowskie;Buda Brankowski
Gapsy;Gapsa;Gaps
Woli Korybutowej Drugiej;Wola Korybutowa Druga;Wol Korybutowy Drugi
Radzynka;Radzynek;Radzynka
U Brysia;U Brysia;U Brysi
Sprowy;Sprowa;Sprowy
Iwin;Iwiny;Iwina
Kopijek;Kopijki;Kopijka
Nowego Bógpomoża;Nowy Bógpomóż;Nowy Bógpomoże
Domaniewka;Domaniewek;Domaniewka
Pieronów;Pierony;Pieron
Podgórzyna Górnego;Podgórzyn Górny;Podgórzynać Górny
Poświętna;Poświętno;Poświętny
Rudziszek;Rudziszki;Rudziszek
Kolonii Pucharkek;Kolonia Pucharki;Kolonia Pucharkka
Gorzowa;Gorzów;Gorzowy
Jantoszów;Jantosze;Jantosz
Zagrabówcza;Zagrabówcze;Zagrabówczy
Poświętnego;Poświętne;Poświętny
Antolina;Antolin;Antolina
Nosowa;Nosów;Nosowy
Gzdowa;Gzdów;Gzdowy
Grądów Małych;Grądy Małe;Grąd Mały
Łagoszowa Wielkiego;Łagoszów Wielki;Łagoszowy Wielki
Rybki;Rybka;Rybek
Bogucicic Drugich;Bogucice Drugie;Bogucicica Drugi
Korcówek;Korcówki;Korcówka
Zagród Drugich;Zagrody Drugie;Zagroda Drugi
Góry Pudełkowej;Góra Pudełkowa;Góry Pudełkowy
Rybek;Rybki;Rybek
Pod Gwiździny;Pod Gwiździny;Poda Gwiździna
Gaborowic;Gaborowice;Gaborowica
Balic;Balice;Balica
Huty Przerębskiej;Huta Przerębska;Huć Przerębski
Świętego Jana;Święty Jan;Święty Jany
Dąbrowy Nowej;Dąbrowa Nowa;Dąbrowa Nowy
Zagród Słonecznych;Zagrody Słoneczne;Zagroda Słoneczny
Nowego Kawęczyna;Nowy Kawęczyn;Nowy Kawęczyna
Jazisk;Jaziska;Jazisko
Szopisk;Szopiska;Szopisko
Żabina-Argułów;Żabino-Arguły;Żabina-Arguł
Kolonii Kawęczyna;Kolonia Kawęczyn;Kolonia Kawęczyna
Strzelęcina;Strzelęcino;Strzelęcina
Nowego Strachocina;Nowy Strachocin;Nowy Strachocina
Bogdanowicza;Bogdanowicze;Bogdanowicz
Krzyżanowa pod Jeziorem;Krzyżanowo przed Jeziorem;Krzyżanowy poda Jezioro
Podgajcza;Podgajcze;Podgajczy
Wasiłowic;Wasiłowice;Wasiłowica
Świadek Górowskich;Świadki Górowskie;Świadek Górowski
Przemkowa;Przemkowo;Przemkowy
Wólki Strońskiej;Wólka Strońska;Wólka Stroński
Bieńczyczyc;Bieńczyce;Bieńczyczyca
Roli Węgrzynowej;Rola Węgrzynowa;Rol Węgrzynowy
Gór Suchkich;Góry Suche;Gór Suchki
Żdżegi;Żdżega;Żdżeg
Bieglowa;Bieglów;Bieglowy
Kowalina;Kowalin;Kowalina
Bądli;Bądle;Bądlić
Roli Węgrzynów;Rola Węgrzynów;Rol Węgrzyn
Kolonii Nasławic;Kolonia Nasławice;Kolonia Nasławica
Hub Pałuczyńskich;Huby Pałuczyńskie;Hubić Pałuczyński
Kolonii Sarnowo-Wybudowa;Kolonia Sarnowo-Wybudowanie;Kolonii Sarnowo-Wybudowa
Chalna-Parceli;Chalno-Parcele;Chalny-Parcela
Skrzynic;Skrzynice;Skrzynica
Cholernej Górki;Cholerna Górka;Cholerny Górka
Łanów Wybranieckich;Łany Wybranieckie;Łan Wybraniecki
Kurodusów;Kurodusy;Kurodus
Pludwin;Pludwiny;Pludwina
Daniszowa;Daniszów;Daniszowy
Rośków;Rośki;Rosiek
Sowiny Górnej;Sowina Górna;Sowina Górny
Osiedla Klimeckiego;Osiedle Klimeckiego;Osiedlać Klimecki
Ornasowa;Ornasowo;Ornasowy
Latyczowa;Latyczów;Latyczowy
Jacochowa;Jacochów;Jacochować
Szymon;Szymony;Szymon
Toczkowic;Toczkowice;Toczkowica
Kaszewa;Kaszewo;Kaszewać
Czarnego Dolnego;Czarne Dolne;Czarny Dolny
Nowego Jawora;Nowy Jawor;Nowy Jawór
Ramt;Ramty;Ramt
Skwierczyna Lackiego;Skwierczyn Lacki;Skwierczyna Lacki
Nowych Pieścirogów;Nowe Pieścirogi;Nowy Pieściróg
Dziadkowic;Dziadkowice;Dziadkowica
Woli Sosnowej;Wola Sosnowa;Wol Sosnowy
Rudniwy;Rudniwa;Rudniwy
Kotuszowa;Kotuszów;Kotuszowy
Kałdowa;Kałdowo;Kałdowy
Drewnowa-Dmoszek;Drewnowo-Dmoszki;Drewnowy-Dmoszka
Kamiennnego Dołu;Kamienny Dół;Kamiennny Dół
Talisówek;Talisówki;Talisówka
Nowej Grzybowszczyzny;Nowa Grzybowszczyzna;Nowy Grzybowszczyzna
Waków;Waki;Wak
Chruślic;Chruślice;Chruślica
Osiedla Kaliskiego;Osiedle Kaliskie;Osiedlać Kaliski
Szklanej Górki;Szklana Górka;Szklany Górka
Rozgit;Rozgity;Rozgit
Poniatowic;Poniatowice;Poniatowica
Kmieciarni;Kmieciarnie;Kmieciarnia
Małej Suchej;Mała Sucha;Mały Suchy
Na Głębokim;Na Głębokim;Ny Głęboki
Pławisk;Pławiska;Pławisko
Reduchowa-Kolonii;Reduchów-Kolonia;Reduchowy-Kolonia
Sokołowej Woli;Sokołowa Wola;Sokołowy Wol
Włynkówka;Włynkówko;Włynkówka
Parcelanek;Parcelanki;Parcelanka
Mieroszyna;Mieroszyno;Mieroszyna
Piotrkosic;Piotrkosice;Piotrkosica
Rypułtowic;Rypułtowice;Rypułtowica
Częstochowy;Częstochowa;Częstochowy
Międzyrzecza-Wybudowania;Międzyrzecz-Wybudowanie;Międzyrzecze-Wybudowanie
Opitowa;Opitów;Opitowy
Koźlina;Koźlin;Koźlina
Szymanowic;Szymanowice;Szymanowica
Mastalerzy;Mastalerze;Mastalerz
Solin;Soliny;Solina
Nowej Rokitni;Nowa Rokitnia;Nowy Rokitny
Jabłonowa-Klacz;Jabłonowo-Klacze;Jabłonowy-Klacz
Jodoziorek;Jodoziorki;Jodoziorek
Charbinowic;Charbinowice;Charbinowica
Opatkowic Murowanych;Opatkowice Murowane;Opatkowica Murowany
Przyzórzorza Górnego;Przyzórz Górny;Przyzórzorza Górny
Gołyni;Gołynia;Gołyni
Pod Brzeg;Pod Brzeg;Poda Brzeg
Bogorii Skotnickiej;Bogoria Skotnicka;Bogoria Skotnicki
Komorniczy;Komornicze;Komorniczy
Borawskich Małych;Borawskie Małe;Borawski Mały
Kolonii Czarnej;Kolonia Czarna;Kolonia Czarny
Kuźnicy-Borów;Kuźnica-Bory;Kuźnica-Bor
Kolonii Czarnego;Kolonia Czarne;Kolonia Czarny
Sowińców;Sowińce;Sowiniec
Bożenkowa Drugiego;Bożenkowo Drugie;Bożenkowy Drugi
Garlina;Garlino;Garlin
Ostrowska;Ostrowsko;Ostrowski
Woli Soleckiej Pierwszej;Wola Solecka Pierwsza;Wol Solecki Pierwsza
Łańcuta;Łańcut;Łańcuty
Ojrzenia;Ojrzeń;Ojrzenie
Brzostowa;Brzostowo;Brzostowy
Roztoka;Roztok;Roztoka
Kolonii Konopek;Kolonia Konopki;Kolonia Konopek
Baszni Górnej;Basznia Górna;Baszny Górny
Malarek;Malarki;Malarka
Alei Czanieckiej;Aleja Czaniecka;Aleić Czaniecki
Brzostowy;Brzostowa;Brzostowy
Bożego Dau;Boży Dar;Boży Dau
Skalina;Skalin;Skalina
Brzostowów;Brzostowy;Brzostow
Kolonii Łysakowa;Kolonia Łysaków;Kolonia Łysakowy
Kuby;Kuba;Kub
Chęcina;Chęcin;Chęcina
Chorążyc;Chorążyce;Chorążyca
Augustynowa;Augustynów;Augustynowy
Dąbrówek Breńskich;Dąbrówki Breńskie;Dąbrówka Breński
Łosinka;Łosinko;Łosinka
Hamowanej;Hamowana;Hamowany
Ruskiego;Ruskie;Ruski
Karszowa;Karszów;Karszowy
Lutomi Dolnej;Lutomia Dolna;Lutomy Dolny
Czesina;Czesin;Czesina
Kikuli;Kikula;Kikuć
Mysiaków;Mysiaki;Mysiak
Cieszyń;Cieszynie;Cieszyni
Kolonii Czerniejewa;Kolonia Czerniejew;Kolonia Czerniejewać
Szczodruch;Szczodruchy;Szczodruch
Rębów;Ręby;Rąb
Mościczek;Mościczki;Mościczka
Kierwin;Kierwiny;Kierwina
Koćmierzowa;Koćmierzów;Koćmierzowy
Osiedla Domów Polnych;Osiedle Domy Polne;Osiedlać Dom Polny
Kochania;Kochań;Kochanie
Gawrzyłowej;Gawrzyłowa;Gawrzyłowy
Karnego;Karne;Karny
Na Podłężu;Na Podłężu;Ny Podłąż
Nowego Poroża;Nowe Poroże;Nowy Poroże
Karnej;Karna;Karny
Niebocka;Niebocko;Niebocka
Kiliman;Kilimany;Kiliman
Żychcicic;Żychcice;Żychcicica
Baniewa;Baniewo;Baniewać
Tlenki;Tlenka;Tlenki
Woli Domatkowskiej;Wola Domatkowska;Wol Domatkowski
Wróbli-Arciszewa;Wróble-Arciszewo;Wróbli-Arciszewać
Matonóg;Matonogi;Matonoga
Radzic Małych;Radzice Małe;Radzica Mały
Wyszonek-Posel;Wyszonki-Posele;Wyszonka-Posel
Monic;Monice;Monica
Siedzowa;Siedzów;Siedzowy
Kolonii Pulek;Kolonia Pulki;Kolonia Pulka
Sadzisk;Sadziska;Sadzisko
Porządzia-Kolonii;Porządzie-Kolonia;Porządzi-Kolonia
Paproci Małej;Paproć Mała;Paproć Mały
Kowar Średnich;Kowary Średnie;Kowar Średni
Tworzyjanowa;Tworzyjanów;Tworzyjanowy
Jasionowa;Jasionowo;Jasionowy
Do Mołdyrza;Do Mołdyrza;Dy Mołdyrz
Kolonii Rżanieńca;Kolonia Rżaniec;Kolonia Rżanieniec
Jasionowej;Jasionowa;Jasionowy
Zabieżek;Zabieżki;Zabieżka
Jędrzychowa;Jędrzychów;Jędrzychować
Zielonej Drogi;Zielona Droga;Zielony Drogi
Kuźni Nieborowskiej;Kuźnia Nieborowska;Kuźnić Nieborowski
Tuchowa;Tuchowo;Tuchowy
Krasic Cygańskich;Krasice Cygańskie;Krasica Cygański
Dygowa;Dygowo;Dygowy
Nowych Kuchm;Nowe Kuchmy;Nowy Kuchma
Konecka-Parceli;Koneck-Parcele;Konecki-Parcela
Nadleśnictwa Dobieszyna;Nadleśnictwo Dobieszyn;Nadleśnictwo Dobieszyna
Czernikowa;Czernikowo;Czernikowy
Różowej;Różowa;Różowy
Kolonii Podchojec;Kolonia Podchojce;Kolonia Podchojec
Żychc;Żychce;Żyć
Płoszowa;Płoszów;Płoszowy
Górek Dąbskich;Górki Dąbskie;Górka Dąbski
Kolonii Rogowa;Kolonia Rogowo-Majątek;Kolonii Rogowy
Milżynka;Milżynek;Milżynka
Dziesięcin Drugich;Dziesięciny Drugie;Dziesięcina Drugi
Woli Rowskiej;Wola Rowska;Wol Rowski
Kropatwów;Kropatwy;Kropatwowić
Olbrachtowa;Olbrachtowo;Olbrachtowy
Chlewiska Górnego;Chlewisk Górny;Chlewisko Górny
Konnej Linii;Konna Linia;Konny Linia
Kozieńskich;Kozieńskie;Kozieński
Uthymana;Uthyman;Uthymany
Falmierowa;Falmierowo;Falmierowy
Woli Filipowskiej;Wola Filipowska;Wol Filipowski
Koszęcina;Koszęcin;Koszęcina
Dziadowca;Dziadowiec;Dziadowca
Pod Górkami;Pod Górkami;Poda Górka
Bierzewic;Bierzewice;Bierzewica
Mierucinka;Mierucinek;Mierucinka
Światków;Światki;Światek
Chrząstawy Małej;Chrząstawa Mała;Chrząstawa Mały
Rudnik Małych;Rudniki Małe;Rudnik Mały
Rostarzewa;Rostarzewo;Rostarzewać
Bechcicic-Wsi;Bechcice-Wieś;Bechcicica-Wszy
Osiedla Tysiąclecia;Osiedle Tysiąclecia;Osiedlać Tysiąclecie
Sydorów;Sydory;Sydor
Nowego Sierakowa;Nowy Sieraków;Nowy Sierakowy
Popard;Popardy;Popard
Przyłanków;Przyłanki;Przyłanek
Wapieńkniek;Wapieńki;Wapieńkńka
Cygańskiej;Cygańska;Cygański
Kolonii Amandy;Kolonia Amandy;Kolonia Amand
Biczek;Biczki;Biczka
Myscowej;Myscowa;Myscowy
Wilknit;Wilknity;Wilknit
Biodrów;Biodry;Bioder
Podrąbionej;Podrąbiona;Podrąbiony
Niegosławia;Niegosław;Niegosławie
Perłowa;Perłowo;Perłowy
Łężek-Parceli;Łężki-Parcel;Łężka-Parcela
Potażni;Potażnia;Potażny
Wierzchucina;Wierzchucin;Wierzchucinać
Tajsów;Tajsy;Tajs
Lipska;Lipsko;Lipski
Małych Rud;Małe Rudy;Mały Ruda
Gostkowa Górnego;Gostków Górny;Gostkowy Górny
Suchowoli;Suchowola;Suchowolić
Niekwitajn;Niekwitajny;Niekwitajn
Malkowic Dolnych;Malkowice Dolne;Malkowica Dolny
Rościszowa;Rościszów;Rościszowy
Słomina;Słomin;Słominać
Lubańskiego;Lubańskie;Lubański
Obielewa;Obielewo;Obielewać
Krysiaków Będkowskich;Krysiaki Będkowskie;Krysiak Będkowski
