Dopełniacz;Mianownik;Wynik Stemmera
Żydów;Żydy;Żyd
Lgotki;Lgotka;Lgotek
Blinowa Drugiego;Blinów Drugi;Blinowy Drugi
Boruchowa;Boruchowo;Boruchowy
Skibniewa-Podawcy;Skibniew-Podawce;Skibniewa-Podawca
Guzowego Pieca;Guzowy Piec;Guzowy Piecy
Rozwad;Rozwady;Rozwada
Kanina;Kanin;Kanina
Karzcina;Karzcino;Karzcina
Kani;Kania;Kany
Borzytuchomia;Borzytuchom;Borzytuchomia
Sucumina;Sucumin;Sucumina
Twarogów-Mazurów;Twarogi-Mazury;Twaróg-Mazur
Ulnowa;Ulnowo;Ulnowy
Godkowa;Godków;Godkowy
Osieka Piasecznego;Osiek Piaseczny;Osieka Piaseczny
Machar;Machary;Machar
Kozik-Majdanu;Koziki-Majdan;Kozik-Majdan
Lasków Dworskich;Laski Dworskie;Lasek Dworski
Dziadowa;Dziadowo;Dziadowy
Piasutna;Piasutno;Piasutny
Strzegomian;Strzegomiany;Strzegomian
Bagienic Dużych;Bagienice Duże;Bagienica Duży
Bilska;Bilsko;Bilski
Urli;Urle;Urły
Modzurowa;Modzurów;Modzurowy
Tomic;Tomice;Tomica
Dubicz;Dubicze;Dubicz
Brzozowa-Panek;Brzozowo-Panki;Brzozowy-Panka
Czermna-Kolonii;Czermno-Kolonia;Czermny-Kolonia
Broniszowa;Broniszów;Broniszowy
Marcewa;Marcewo;Marcewa
Taraskowa;Taraskowo;Taraskowy
Woli Świnieckiej;Wola Świniecka;Wol Świniecki
Żerczyczyc;Żerczyce;Żerczyczyca
Golesz Małych;Golesze Małe;Golesz Mały
Poręby Laskowskiej;Poręba Laskowska;Porąb Laskowski
Brzykowa;Brzyków;Brzykowy
Domachowa;Domachowo;Domachowy
Lichwina;Lichwin;Lichwina
Główczyczyc;Główczyce;Główczyczyca
Pławny Dolnej;Pławna Dolna;Pławny Dolny
Stabrowa;Stabrów;Stabrowy
Kruszy Podlotowej;Krusza Podlotowa;Krusza Podlotowy
Raczyn;Raczyny;Raczyna
Wierzbina;Wierzbin;Wierzbina
Prętławek;Prętławki;Prętławka
Wojszków;Wojszki;Wojszek
Elizanowa;Elizanów;Elizanowy
Wierzbia;Wierzbie;Wierzbia
Ostrej Górki;Ostra Górka;Ostry Górka
Dąbrowy-Szatanek;Dąbrowa-Szatanki;Dąbrowa-Szatanka
Mościcic Dolnych;Mościce Dolne;Mościcica Dolny
Foluszczyk;Foluszczyki;Foluszczyk
Chotycz-Kolonii;Chotycze-Kolonia;Chotycz-Kolonia
Nowej Pawłówki;Nowa Pawłówka;Nowy Pawłówka
Starowlan;Starowlany;Starowlan
Włók;Włóki;Włók
Makowa Mazowieckiego;Maków Mazowiecki;Makowy Mazowiecki
Miłosławic;Miłosławice;Miłosławica
Bujniczek-Kolonii;Bujniczki-Kolonia;Bujniczka-Kolonia
Gródczan;Gródczany;Gródczan
Zagrobów-Łętownicy;Zagroby-Łętownica;Zagrób-Łętownica
Kępy Polskiej;Kępa Polska;Kęp Polski
Sowiej Woli Folwarcznej;Sowia Wola Folwarczna;Sowi Wol Folwarczny
Żułowa;Żułów;Żułowy
Ład;Łady;Łada
Czułczyczyc Małych;Czułczyce Małe;Czułczyczyca Mały
Kokoszek;Kokoszki;Kokoszka
Tuszynka Majorackiego;Tuszynek Majoracki;Tuszynka Majoracki
Smęgorzowa;Smęgorzów;Smęgorzowy
Nasutowa;Nasutowo;Nasutowy
Mieczysławowa;Mieczysławowo;Mieczysławowy
Strupina Małego;Strupin Mały;Strupina Mały
Mingajn;Mingajny;Mingajn
Janik Małych;Janiki Małe;Janik Mały
Nowych Chrustów;Nowe Chrusty;Nowy Chrust
Gołanic;Gołanice;Gołanica
Gołębiewa;Gołębiewo;Gołębiewa
Szadowa Księżego;Szadów Księży;Szadowy Księży
Krasewic-Jagiełek;Krasewice-Jagiełki;Krasewica-Jagiełki
Orzechów;Orzechy;Orzech
Czaczek Wielkich;Czaczki Wielkie;Czaczek Wielki
Wronek;Wronki;Wronka
Rybna;Rybno;Rybny
Steklna;Steklno;Steklny
Rybnego;Rybne;Rybny
Kiełpia;Kiełp;Kiełpi
Rybnej;Rybna;Rybny
Wólki Domaszewskiej;Wólka Domaszewska;Wólka Domaszewski
Turska;Tursko;Turski
Makowiczek;Makowiczki;Makowiczka
Dębowa;Dębowo;Dębowy
Nadolnej;Nadolna;Nadolny
Dębowej;Dębowa;Dębowy
Mostka;Mostek;Mostka
Stobna Siódmego;Stobno Siódme;Stobny Siódmy
Zimina;Zimin;Zimina
Biedaszkowa Wielkiego;Biedaszków Wielki;Biedaszkowy Wielki
Gacpar;Gacpary;Gacpar
Nieczuja;Nieczuj;Nieczuja
Pieńków Borowych;Pieńki Borowe;Pieniek Borowy
Komór Dąbrownych;Komory Dąbrowne;Komór Dąbrowny
Skrzypek Dużych;Skrzypki Duże;Skrzypek Duży
Krasnołęki;Krasnołęka;Krasnołęki
Jachowa;Jachowo;Jachowy
Białożewina;Białożewin;Białożewina
Myszynieńca;Myszyniec;Myszynieniec
Drzewianowa;Drzewianowo;Drzewianowy
Wysoczan;Wysoczany;Wysoczan
Kozdrojów;Kozdroje;Kozdrój
Lednicy Górnej;Lednica Górna;Lednik Górny
Żeleźna;Żeleźno;Żeleźny
Prusieka;Prusiek;Prusieka
Sędańska;Sędańsk;Sędański
Szarejek;Szarejki;Szarejka
Dusznej Górki;Duszna Górka;Duszny Górka
Rysin;Rysiny;Rysina
Zamczyska;Zamczysk;Zamczysko
Kochanowic;Kochanowice;Kochanowica
Małkowa-Kolonii;Małków-Kolonia;Małkowy-Kolonia
Studnisk Górnych;Studniska Górne;Studnisko Górny
Magdalenowa;Magdalenów;Magdalenowy
Żelimuchy;Żelimucha;Żelimuch
Rutek-Głowic;Rutki-Głowice;Rutka-Głowica
Krasny-Kolonii;Krasna-Kolonia;Krasny-Kolonia
Strzepowa;Strzepowo;Strzepowy
Łupianki Nowej;Łupianka Nowa;Łupianka Nowy
Jastrząbki;Jastrząbka;Jastrząbek
Sprzęcicic;Sprzęcice;Sprzęcicica
Kościan;Kościany;Kościan
Opok;Opoki;Opoka
Nowego Warpna;Nowe Warpno;Nowy Warpny
Ublinka;Ublinek;Ublinka
Przemkowa;Przemkowo;Przemkowy
Florianowa;Florianowo;Florianowy
Skrzypiowa;Skrzypiów;Skrzypiowy
Parowy;Parowa;Parowy
Silna Małego;Silno Małe;Silny Mały
Przybradza;Przybradz;Przybradza
Postronnnej;Postronna;Postronnny
Woli Mystkowskiej;Wola Mystkowska;Wol Mystkowski
Kuźnicy Grabowskiej;Kuźnica Grabowska;Kuźnica Grabowski
Szach;Szachy;Sz
Pierzwina;Pierzwin;Pierzwina
Dworackich;Dworackie;Dworacki
Mikówca;Mikówiec;Mikówca
Lechlinka;Lechlinek;Lechlinka
Poperczyna;Poperczyn;Poperczyna
Kowalik;Kowaliki;Kowalik
Lizawic;Lizawice;Lizawica
Chwarzna;Chwarzno;Chwarzny
Rapat;Rapaty;Rapat
Zborówka;Zborówek;Zborówka
Wólki Twarogowej;Wólka Twarogowa;Wólka Twarogowy
Czartowic;Czartowice;Czartowica
Sadów-Kolonii;Sady-Kolonia;Sad-Kolonia
Czystychbłot;Czystebłota;Czystychbłoto
Medyni Kańczuckiej;Medynia Kańczucka;Medyny Kańczucki
Wyszeborza;Wyszebórz;Wyszeborze
Selwanówki;Selwanówka;Selwanówki
Domaszna;Domaszno;Domaszny
Koszkowa;Koszkowo;Koszkowy
Rabowic;Rabowice;Rabowica
Konina;Konin;Konina
Nowokajetanówki;Nowokajetanówka;Nowokajetanówki
Konia;Konie;Konia
Jaszczerza;Jaszczerz;Jaszczerza
Prząsławia Małego;Prząsław Mały;Prząsławie Mały
Jezior Wielkich;Jeziora Wielkie;Jezioro Wielki
Semlina;Semlin;Semlina
Krajewic;Krajewice;Krajewica
Niskowej;Niskowa;Niskowy
Morgowników;Morgowniki;Morgownik
Przybyłowic;Przybyłowice;Przybyłowica
Składowa;Składów;Składowy
Czarnorzek;Czarnorzeki;Czarnorzek
Zbrojewa;Zbrojewo;Zbrojewa
Radziuszek;Radziuszki;Radziuszka
Siennicy Królewskiej Małej;Siennica Królewska Mała;Siennik Królewski Mały
Przeczowa;Przeczów;Przeczowy
Jarnatowa;Jarnatów;Jarnatowy
Jurancicic;Jurancice;Jurancicica
Bieńkowic;Bieńkowice;Bieńkowica
Witowa;Witów;Witowy
Jarcewa;Jarcewo;Jarcewa
Wojnówka;Wojnówko;Wojnówka
Izabelina B;Izabelin B;Izabelina B
Izabelina C;Izabelin C;Izabelina C
Kamionki Nowej;Kamionka Nowa;Kamionka Nowy
Głuska;Głusk;Głuski
Kotów-Rybna;Koty-Rybno;Kot-Rybny
Mniszowa;Mniszów;Mniszowy
Kranka;Kranek;Kranka
Gardny Wielkiej;Gardna Wielka;Gardny Wielki
Młodowa;Młodów;Młodowy
Odcinków Dylewskich;Odcinki Dylewskie;Odcinek Dylewski
Sulmowa;Sulmów;Sulmowy
Mojesza;Mojesz;Mojesza
Kościerzyna Wielkiego;Kościerzyn Wielki;Kościerzyna Wielki
Wróblowic;Wróblowice;Wróblowica
Starych Depułtycz;Stare Depułtycze;Stary Depułtycz
Graboszyc;Graboszyce;Graboszyca
Kaczlina;Kaczlin;Kaczlina
Przychodzka;Przychodzko;Przychodzki
Leman;Lemany;Leman
Łoniowej;Łoniowa;Łoniowy
Pyzdr;Pyzdry;Pyzdra
Kolonii Dzietrzkowic;Kolonia Dzietrzkowice;Kolonia Dzietrzkowica
Przedlesia;Przedlesie;Przedleś
Kruchowa;Kruchowo;Kruchowy
Kwiatkowa;Kwiatków;Kwiatkowy
Prawęcina;Prawęcin;Prawęcina
Mystkowa;Mystkowo;Mystkowy
Liskowa-Rzgowa;Lisków-Rzgów;Liskowy-Rzgowy
Przegród;Przegrody;Przegroda
Długich Kamieńskich;Długie Kamieńskie;Długi Kamieński
Łani;Łania;Łany
Nowego Secymina;Nowy Secymin;Nowy Secymina
Przatowa Dolnego;Przatów Dolny;Przatow Dolny
Żelaznej Prywatnej;Żelazna Prywatna;Żelazny Prywatny
Strachówka;Strachówko;Strachówka
Włostowej;Włostowa;Włostowy
Perek-Bujenek;Perki-Bujenki;Perka-Bujenka
Bogucicic Pierwszych;Bogucice Pierwsze;Bogucicica Pierwszy
Bani;Bania;Bany
Dud Puszczańskich;Dudy Puszczańskie;Duda Puszczański
Gorysz;Gorysze;Gorysz
Brzeźnicy-Kolonii;Brzeźnica-Kolonia;Brzeźnik-Kolonia
Budwiecia;Budwieć;Budwiecie
Dąbrówki Ludomskiej;Dąbrówka Ludomska;Dąbrówka Ludomski
Tyniowic;Tyniowice;Tyniowica
Piętkowa;Piętków;Piętkowy
Żohatyna;Żohatyn;Żohatyna
Pobyłkowa Małego;Pobyłkowo Małe;Pobyłkowy Mały
Nowego Zambrzykowa;Nowy Zambrzyków;Nowy Zambrzykowy
Tończy;Tończa;Tończy
Jarantowa;Jarantów;Jarantowy
Krzętli;Krzętle;Krzętla
Sierpina;Sierpin;Sierpina
Lizaków;Lizaki;Lizak
Laskownicy Wielkiej;Laskownica Wielka;Laskownica Wielki
Niechlowa;Niechlów;Niechlowy
Tychnów;Tychnowy;Tychen
Dramina;Dramin;Dramina
Stodół-Kolonii;Stodoły-Kolonie;Stodoła-Kolonia
Rogalina;Rogalin;Rogalina
Mikłus;Mikłusy;Mikłus
Rusi Małej;Ruś Mała;Rusia Mały
Sikucina;Sikucin;Sikucina
Górek-Witowic;Górki-Witowice;Górka-Witowica
Białokoszyc;Białokoszyce;Białokoszyca
Smoszewa;Smoszew;Smoszewo
Małej Wsi Górnej;Mała Wieś Górna;Mały Wszy Górny
Goślic;Goślice;Goślica
Maciejowej;Maciejowa;Maciejowy
Raszowa;Raszów;Raszowy
Szczodrkowic;Szczodrkowice;Szczodrkowica
Mlecznej;Mleczna;Mleczny
Czarnej Sędziszowskiej;Czarna Sędziszowska;Czarny Sędziszowski
Maniewa;Maniewo;Maniewa
Dębówca;Dębówiec;Dębówca
Nowego Ostrowitego;Nowe Ostrowite;Nowy Ostrowity
Rydułtów;Rydułtowy;Rydułt
Bąkowej Góry;Bąkowa Góra;Bąkowy Góry
Parysowa;Parysów;Parysowy
Chłopkowa-Kolonii;Chłopków-Kolonia;Chłopkowy-Kolonia
Czerwonego;Czerwone;Czerwony
Rybołów;Ryboły;Rybołów
Osieczy Pierwszej;Osiecza Pierwsza;Osiecz Pierwsza
Nojszewa;Nojszew;Nojszewo
Rakówka;Rakówek;Rakówka
Zuzinowa;Zuzinów;Zuzinowy
Rydzewa-Świątek;Rydzewo-Świątki;Rydzewo-Świątko
Kępy Oborskiej;Kępa Oborska;Kęp Oborski
Parceli-Rębkowa;Parcele-Rębków;Parcela-Rębkowy
Kawczyczyc;Kawczyce;Kawczyczyca
Barnówka;Barnówko;Barnówka
Tworoga;Tworóg;Tworogi
Białojan;Białojany;Białojan
Podłatek Dużych;Podłatki Duże;Podłatek Duży
Wólki Pytowskiej;Wólka Pytowska;Wólka Pytowski
Niemyj-Skłodów;Niemyje-Skłody;Niemyja-Skłód
Kołudy Małej;Kołuda Mała;Kołuda Mały
Lisieśca Małego;Lisiec Mały;Lisiesiec Mały
Zabiela Wielkiego;Zabiele Wielkie;Zabiel Wielki
Iłży;Iłża;Iłż
Czarnogłowia;Czarnogłów;Czarnogłowie
Żukowic;Żukowice;Żukowica
Pomieczyńskiej Huty;Pomieczyńska Huta;Pomieczyński Huty
Starej Zbelutki;Stara Zbelutka;Stara Zbelutki
Miławczyczyc;Miławczyce;Miławczyczyca
Niebrowa;Niebrów;Niebrowy
Skrzeszew;Skrzeszewy;Skrzeszwa
Zasutowa;Zasutowo;Zasutowy
Marzęcicic;Marzęcice;Marzęcicica
Rdutowa;Rdutów;Rdutowy
Bud Bolewskich;Budy Bolewskie;Buda Bolewski
Kuczkowa;Kuczków;Kuczkowy
Zbychowa;Zbychowo;Zbychowy
Nedeżowa;Nedeżów;Nedeżowy
Chłopskiej Woli;Chłopska Wola;Chłopski Wol
Śmiechowa;Śmiechów;Śmiechowy
Grąblewa;Grąblewo;Grąblew
Starego Kurowa;Stare Kurowo;Stary Kurowy
Łososiny Dolnej;Łososina Dolna;Łososiny Dolny
Gołynia;Gołyń;Gołynia
Grądzenia;Grądzeń;Grądzenie
Koniecpola;Koniecpol;Koniecpole
Jambrzyk;Jambrzyki;Jambrzyk
Podwierzbia;Podwierzbie;Podwierzbia
Korytek Leśnych;Korytki Leśne;Korytka Leśny
Łozowa;Łozowo;Łozowy
Gruzkiej;Gruzka;Gruzki
Stobna;Stobno;Stobny
Krajanowa;Krajanów;Krajanowy
Sieteszy;Sietesz;Sietesza
Wilczysk;Wilczyska;Wilczysko
Wykrotów;Wykroty;Wykrot
Kępy Gosteckiej;Kępa Gostecka;Kęp Gostecki
Osip-Zakrzewizny;Osipy-Zakrzewizna;Osipa-Zakrzewizna
Pobikier;Pobikry;Pobikier
Dunajka;Dunajek;Dunajka
Rejterówki;Rejterówka;Rejterówki
Białęgów;Białęgi;Białęg
Daleszewic;Daleszewice;Daleszewica
Huty Dzierążyńskiej;Huta Dzierążyńska;Huty Dzierążyński
Gościeszowic;Gościeszowice;Gościeszowica
Bieganowa;Bieganowo;Bieganowy
Nowych Prażuch;Nowe Prażuchy;Nowy Prażucha
Tuł;Tuły;Tuł
Pozarzyna;Pozarzyn;Pozarzyna
Harmęż;Harmęże;Harmęż
Łącka;Łącko;Łącki
Makowlan;Makowlany;Makowlan
Osuchowa;Osuchów;Osuchowy
Mistowa;Mistów;Mistowy
Kościelnej Jani;Kościelna Jania;Kościelny Jany
Brzostka;Brzostek;Brzostka
Nowego Węgrzynowa;Nowy Węgrzynów;Nowy Węgrzynowy
Kienkówki;Kienkówka;Kienkówki
Ptuszy;Ptusza;Ptusz
Białogórnego;Białogórne;Białogórny
Kłyżowa;Kłyżów;Kłyżowy
Szydłowic;Szydłowice;Szydłowica
Ciecholew;Ciecholewy;Ciecholewa
Żelazowa;Żelazów;Żelazowy
Mietkowa;Mietków;Mietkowy
Temeszowa;Temeszów;Temeszowy
Wolnicy Grabowskiej;Wolnica Grabowska;Wolnik Grabowski
Ziemiar;Ziemiary;Ziemiar
Filic;Filice;Filica
Skał;Skały;Skał
Szemplina Czarnego;Szemplino Czarne;Szemplina Czarny
Chróścicic;Chróścice;Chróścicica
Czechów;Czechy;Czech
Brzozowa-Antoni;Brzozowo-Antonie;Brzozowy-Anton
Kobylina-Kruszewa;Kobylin-Kruszewo;Kobylina-Kruszewo
Kosior;Kosiory;Kosior
Raduchowa;Raduchów;Raduchowy
Łomi;Łomia;Łomy
Góreczek Wielkich;Góreczki Wielkie;Góreczka Wielki
Wolicy Śniatyckiej;Wolica Śniatycka;Wolik Śniatycki
Wiącki;Wiącka;Wiącki
Pietrowic Małych;Pietrowice Małe;Pietrowica Mały
Pajewa-Króli;Pajewo-Króle;Pajewa-Króły
Wólki Małkowej;Wólka Małkowa;Wólka Małkowy
Zendka;Zendek;Zendka
Wiklina;Wiklino;Wiklina
Lubiechowa Dolnego;Lubiechów Dolny;Lubiechowy Dolny
Prądów;Prądy;Prąd
Woli Rudlickiej;Wola Rudlicka;Wol Rudlicki
Białego Błota;Białe Błoto;Biały Błota
Hebdowa;Hebdów;Hebdowy
Miejsca Piastowego;Miejsce Piastowe;Miejsce Piastowy
Orliny Małej;Orlina Mała;Orlin Mały
Mieleszynka;Mieleszynek;Mieleszynka
Starej Rudny;Stara Rudna;Stara Rudny
Nowych Baraków;Nowe Baraki;Nowy Barak
Leszczki Dużej;Leszczka Duża;Leszczka Duży
Żurawia;Żurawie;Żurawi
Żurawiej;Żurawia;Żurawi
Żurawina;Żurawin;Żurawina
Dorotowa;Dorotów;Dorotowy
Grodziska Dużego;Grodzisk Duży;Grodzisko Duży
Tyskowej;Tyskowa;Tyskowy
Podgórzyna;Podgórzyn;Podgórzyna
Wolenic;Wolenice;Wolenica
Zusna;Zusno;Zusny
Połchowa;Połchowo;Połchowy
Baraków Chotumskich;Baraki Chotumskie;Barak Chotumski
Rokicin-Kolonii;Rokiciny-Kolonia;Rokicina-Kolonia
Syberii;Syberia;Syberie
Łosina;Łosino;Łosina
Izb;Izby;Izba
Franopola;Franopol;Franopola
Sudołu;Sudoł;Sudół
Rędzin;Rędziny;Rędzina
Orzechowicz;Orzechowicze;Orzechowicz
Zbęch;Zbęchy;Zbęcho
Wadowic Górnych;Wadowice Górne;Wadowica Górny
Małej Górki;Mała Górka;Mały Górka
Przystałowic Dużych;Przystałowice Duże-Kolonia;Przystałowic Duży
Wólki Zabłockiej;Wólka Zabłocka-Kolonia;Wólki Zabłocki
Błędowej Tyczyńskiej;Błędowa Tyczyńska;Błędowy Tyczyński
Walowej Góry;Walowa Góra;Walowy Góry
Podniebyla;Podniebyle;Podniebyli
Węgrzynowic-Modrzewia;Węgrzynowice-Modrzewie;Węgrzynowica-Modrzew
Starego Tarnowa;Stare Tarnowo;Stary Tarnowy
Ciotuszy Nowej;Ciotusza Nowa;Ciotusz Nowy
Runowa;Runów;Runowy
Kowalowa Górnego;Kowalów Górny;Kowalowy Górny
Drzonówka;Drzonówko;Drzonówka
Ościęcina;Ościęcin;Ościęcina
Jagowa;Jagów;Jagowy
Strzelinka;Strzelinko;Strzelinka
Szczuczyna;Szczuczyn;Szczuczyna
Miłowa;Miłowo;Miłowy
Karniowa;Karniów;Karniowy
Kosianki-Trojanówki;Kosianka-Trojanówka;Kosianka-Trojanówki
Jaworów Starych;Jawory Stare;Jawor Stary
Krwon;Krwony;Krwon
Stefanowa Barczewskiego Pierwszego;Stefanów Barczewski Pierwszy;Stefanowy Barczewski Pierwszy
Burkatowa;Burkatów;Burkatowy
Brzósek-Markowizny;Brzóski-Markowizna;Brzóska-Markowizna
Białkowic;Białkowice;Białkowica
Załęcza;Załęcze;Załęczy
Kocewi Dużej;Kocewia Duża;Kocewi Duży
Straszew;Straszewy;Straszwa
Tereszpola-Zygmuntów;Tereszpol-Zygmunty;Tereszpole-Zygmunt
Kulina;Kulin;Kulina
Saków;Saki;Sak
Radziszowa;Radziszów;Radziszowy
Bukowic;Bukowice;Bukowica
Tarkówka;Tarkówek;Tarkówka
Makarek;Makarki;Makarka
Garczyna Małego;Garczyn Mały;Garczyna Mały
Rudunek;Rudunki;Rudunek
Grabowa-Skorupek;Grabowo-Skorupki;Grabowy-Skorupka
Biernacicic;Biernacice;Biernacicica
Gabułtowa;Gabułtów;Gabułtowy
Mnichowic;Mnichowice;Mnichowica
Siedlęcina;Siedlęcin;Siedlęcina
Radońska;Radońsk;Radoński
Leszczydołu-Pustek;Leszczydół-Pustki;Leszczydół-Pustka
Świnic Warckich;Świnice Warckie-Kolonia;Świnic Warcki
Zosinowa;Zosinów;Zosinowy
Pustej Wsi;Pusta Wieś;Pusty Wszy
Turska Małego;Tursko Małe;Turski Mały
Starych Moczydeł;Stare Moczydły;Stary Moczydło
Garbna;Garbno;Garbny
Prusinowiczek;Prusinowiczki;Prusinowiczka
Osły;Osła;Osły
Starych Moczydeł;Stare Moczydła;Stary Moczydło
Brzeszczek Dużych;Brzeszczki Duże;Brzeszczka Duży
Czarnej Dąbrówki;Czarna Dąbrówka;Czarny Dąbrówka
Szerokiego Boru Piskiego;Szeroki Bór Piski;Szeroki Bor Piski
Pomiechowa;Pomiechowo;Pomiechowy
Nartów;Narty;Nart
Kolbuszowej Dolnej;Kolbuszowa Dolna;Kolbuszowy Dolny
Kropiewnicy-Gajek;Kropiewnica-Gajki;Kropiewnica-Gajka
Winnny-Poświętnej;Winna-Poświętna;Winnny-Poświętny
Dobrzenia;Dobrzeń;Dobrzenie
Pogorzelców;Pogorzelce;Pogorzelec
Stobca;Stobiec;Stobcy
Tczewa;Tczew;Tczewo
Warzna;Warzno;Warzny
Horczaków;Horczaki;Horczak
Jarlut Dużych;Jarluty Duże;Jarlut Duży
Ziomaków;Ziomaki;Ziomak
Dziurdziowa;Dziurdziów;Dziurdziowy
Rębielic Królewskich;Rębielice Królewskie;Rębielica Królewski
Grabienic Małych;Grabienice Małe;Grabienica Mały
Buszkowa;Buszków;Buszkowy
Rąkczyna;Rąkczyn;Rąkczyna
Wolskich;Wolskie;Wolski
Puszczy Miejskiej;Puszcza Miejska;Puszcz Miejski
Starego Rakowa;Stare Rakowo;Stary Rakowy
Hruda;Hrud;Hruda
Hipolitowa;Hipolitów;Hipolitowy
Dzierżysławic;Dzierżysławice;Dzierżysławica
Kurcewa;Kurcew;Kurcewa
Piechcina;Piechcin;Piechcina
Tczewskich Łąk;Tczewskie Łąki;Tczewski Łąk
Dzierżążna Małego;Dzierżążno Małe;Dzierżążny Mały
Janowiczek;Janowiczki;Janowiczka
Dulowej;Dulowa;Dulowy
Kargowej;Kargowa;Kargowy
Ił;Iły;Ił
Krzyszkowic;Krzyszkowice;Krzyszkowica
Woli Romanowej;Wola Romanowa;Wol Romanowy
Siernicz Małych;Siernicze Małe;Siernicz Mały
Rudnej Wielkiej;Rudna Wielka;Rudny Wielki
Chojnowa;Chojnów;Chojnowy
Skwirzowej;Skwirzowa;Skwirzowy
Małoszowa;Małoszów;Małoszowy
Różankowa;Różankowo;Różankowy
Starych Sypni;Stare Sypnie;Stary Sypny
Zembrowa;Zembrów;Zembrowy
Tywoni;Tywonia;Tywony
Radlic;Radlice;Radlica
Jedlinek;Jedlinki;Jedlinka
Nowych Sójek;Nowe Sójki;Nowy Sójka
Kinwąg;Kinwągi;Kinwąg
Siółka;Siółko;Siółka
Wrześnicy;Wrześnica;Wrześnik
Strzelina;Strzelino;Strzelina
Pomianowa-Dzierek;Pomianowo-Dzierki;Pomianowy-Dzierka
Gościna;Gościno;Gościna
Drohobyczki;Drohobyczka;Drohobyczki
Osowa;Osów;Osowy
Ponikwi Wielkiej;Ponikiew Wielka;Ponikiew Wielki
Jezierzyc Kościelnych;Jezierzyce Kościelne;Jezierzyca Kościelny
Rogozina;Rogozino;Rogozina
Słubicy Dobrej;Słubica Dobra;Słubica Dobry
Zglenic Dużych;Zglenice Duże;Zglenica Duży
Sierosławic;Sierosławice;Sierosławica
Mielcuchów Pierwszych;Mielcuchy Pierwsze;Mielcuch Pierwszy
Skałąg;Skałągi;Skałąg
Kielczan;Kielczany;Kielczan
Nastazina;Nastazin;Nastazina
Ryczówka;Ryczówek;Ryczówka
Jarczówka;Jarczówek;Jarczówka
Głębokiej;Głęboka;Głęboki
Krogulczy Mokrej;Krogulcza Mokra;Krogulczy Mokry
Kolonii Siedlisk;Kolonia Siedliska;Kolonia Siedlisko
Samociążka;Samociążek;Samociążka
Ciążenia;Ciążeń;Ciążenie
Czepiel;Czepiele;Czepiel
Linowa;Linowo;Linowy
Zarębek;Zarębki;Zarębek
Zawad Starych;Zawady Stare;Zawada Stary
Łączek-Pawłówka;Łączki-Pawłówek;Łączka-Pawłówka
Włodawy;Włodawa;Włodawy
Włostów-Olszanki;Włosty-Olszanka;Włost-Olszanka
Lemierzy;Lemierze;Lemier
Jaworznej;Jaworzna;Jaworzny
Jaworzna;Jaworzno;Jaworzny
Michałowa-Wróbli;Michałowo-Wróble;Michałowy-Wróbli
Sulbin;Sulbiny;Sulbin
Łachy;Łacha;Łach
Czymanowa;Czymanowo;Czymanowy
Przyczyny Górnej;Przyczyna Górna;Przyczyna Górny
Rajszewa;Rajszew;Rajszewo
Podmokla Wielkiego;Podmokle Wielkie;Podmokl Wielki
Kąkowej Wola-Parceli;Kąkowa Wola-Parcele;Kąkowej Wola-Parcela
Maliszewa-Łynek;Maliszewo-Łynki;Maliszewo-Łynka
Orchówka;Orchówek;Orchówka
Papowa Biskiego;Papowo Biskupie;Papowy Biski
Starego Dzierzgonia;Stary Dzierzgoń;Stary Dzierzgonia
Skorochowa;Skorochów;Skorochowy
Bud Uśniackich;Budy Uśniackie;Buda Uśniacki
Cebra;Ceber;Cebra
Rożubowic;Rożubowice;Rożubowica
Dobrynia Małego;Dobryń Mały;Dobrynia Mały
Balcarzowic;Balcarzowice;Balcarzowica
Jabłonowa-Adam;Jabłonowo-Adamy;Jabłonowy-Adama
Łebieńskiej Huty;Łebieńska Huta;Łebieński Huty
Jurzynka;Jurzynek;Jurzynka
Zdziechowic Pierwszych;Zdziechowice Pierwsze;Zdziechowica Pierwszy
Lasków Bruskich;Laski Bruskie;Lasek Bruski
Bokowa;Boków;Bokowy
Smolug;Smolugi;Smoluga
Gorenia Nowego;Goreń Nowy;Gorenia Nowy
Motogi;Motoga;Motóg
Michałowa;Michałów;Michałowy
Woli-Folwarku;Wola-Folwark;Wol-Folwark
Goli Wąsoskiej;Gola Wąsoska;Gol Wąsoski
Bożenic;Bożenice;Bożenica
Ciuślic;Ciuślice;Ciuślica
Zachodzka;Zachodzko;Zachodzki
Gumien;Gumna;Gumno
Niegoszowa;Niegoszów;Niegoszowy
Wójczy;Wójcza;Wójczy
Nowych Marz;Nowe Marzy;Nowy Marz
Łosia;Łoś;Łosie
Polichny;Polichna;Polichny
Dębów;Dęby;Dąb
Polichna;Polichno;Polichny
Wigrańcniec;Wigrańce;Wigrańcniec
Dęby;Dęba;Dąb
Leszczowatego;Leszczowate;Leszczowaty
Dębego;Dębe;Dęby
Pańkowa;Pańków;Pańkowy
Łabędziowa;Łabędziów;Łabędziowy
Dulczy Wielkiej;Dulcza Wielka;Dulczy Wielki
Jeleniowa;Jeleniowo;Jeleniowy
Przekolna;Przekolno;Przekolny
Cecylówki Głowaczowskiej;Cecylówka Głowaczowska;Cecylówka Głowaczowski
Ignacowa Szlacheckiego;Ignaców Szlachecki;Ignacowy Szlachecki
Rzepnowa;Rzepnowo;Rzepnowy
